시도명,시군구명,도로명,소재지도로명주소,소재지지번주소,횡단보도관리번호,횡단보도종류,자전거횡단도겸용여부,고원식적용여부,위도,경도,차로수,횡단보도폭,횡단보도연장,보행자신호등유무,보행자작동신호기유무,음향신호기설치여부,녹색신호시간,적색신호시간,교통섬유무,보도턱낮춤여부,점자블록유무,집중조명시설유무,관리기관명,관리기관전화번호,데이터기준일자
9,광명시,철산로29번길,,경기도 광명시 철산동 508,20-Oct,1,,Y,37.28396947,126.5276184,2,4,9,N,N,N,,,N,,Y,,광명시 도시교통과,02-2680-2586,2020-12-14
9,광명시,오리로876번길,,경기도 광명시 철산동 524,2020-20,1,,N,37.28376754,126.5154515,2,4,7.2,N,N,N,,,N,,Y,,광명시 도시교통과,02-2680-2586,2020-12-14
9,광명시,시청로29번길,,경기도 광명시 철산동 217-6,2020-22,1,,N,37.47935924,126.8636684,2,4,7.6,N,N,N,,,N,,Y,,광명시 도시교통과,02-2680-2586,2020-12-14
9,광명시,디지털로,,경기도 광명시 철산동 637-1,2020-59,4,,N,37.473318,126.8676531,1,4,6,N,N,N,,,Y,,Y,,광명시 도시교통과,02-2680-2586,2020-12-14
9,광명시,디지털로,,경기도 광명시 철산동 460,2020-74,4,,N,37.47455241,126.8759828,6,4,20.8,Y,N,Y,,,Y,,Y,,광명시 도시교통과,02-2680-2586,2020-12-14
9,광명시,안양천로,,경기도 광명시 철산동 460,2020-75,4,,N,37.47455241,126.8759828,1,4,4.4,N,N,N,,,Y,,Y,,광명시 도시교통과,02-2680-2586,2020-12-14
9,광명시,안양천로,,경기도 광명시 철산동 460,2020-76,4,,N,37.47455241,126.8759828,1,4,4.2,N,N,N,,,Y,,Y,,광명시 도시교통과,02-2680-2586,2020-12-14
9,광명시,안양천로,,경기도 광명시 철산동 460,2020-78,4,,N,37.47455241,126.8759828,1,4,5,N,N,N,,,Y,,Y,,광명시 도시교통과,02-2680-2586,2020-12-14
9,광명시,사성로,,경기도 광명시 철산동 453,2020-122,1,,Y,37.49060225,126.8682417,2,4,7,N,N,N,,,N,,Y,,광명시 도시교통과,02-2680-2586,2020-12-14
9,광명시,시청로138번길,,경기도 광명시 철산동 468-1,2020-149,1,,N,37.48755242,126.8683177,2,4,10.6,Y,N,N,,,N,,Y,,광명시 도시교통과,02-2680-2586,2020-12-14
9,광명시,안양천로,,경기도 광명시 철산동 460,2020-155,4,,N,37.48498987,126.871098,3,4,25.9,Y,N,Y,,,Y,,Y,,광명시 도시교통과,02-2680-2586,2020-12-14
9,광명시,안양천로,,경기도 광명시 철산동 460,2020-156,4,,N,37.48498987,126.871098,3,4,26.1,Y,N,Y,,,Y,,Y,,광명시 도시교통과,02-2680-2586,2020-12-14
9,광명시,가마산로,,경기도 광명시 철산동 459,2020-160,4,,Y,37.48498987,126.871098,1,4,6.8,Y,N,Y,,,Y,,Y,,광명시 도시교통과,02-2680-2586,2020-12-14
9,광명시,목감로,,경기도 광명시 광명동 158-186,2020-214,1,,N,37.48208373,126.8533776,1,4,4.64,N,N,N,,,N,,Y,,광명시 도시교통과,02-2680-2586,2020-12-14
9,광명시,광명로848번길,경기도 광명시 광명로 845,경기도 광명시 광명동 290-1,2020-243,1,,N,37.47490829,126.8524477,2,4,7,N,N,N,,,N,,Y,,광명시 도시교통과,02-2680-2586,2020-12-14
9,광명시,-,경기도 광명시 가림로 38,경기도 광명시 하안동 702,2020-303,1,,N,37.46376395,126.8647056,2,4,7.4,Y,N,N,,,N,,N,,광명시 도시교통과,02-2680-2586,2020-12-14
9,광명시,-,,경기도 광명시 하안동 864,2020-286,1,,N,37.46645631,126.8652207,2,3.95,14.31,Y,N,Y,,,N,,Y,,광명시 도시교통과,02-2680-2586,2020-12-14
9,광명시,안현로,,경기도 광명시 하안동 722,2020-308,1,,N,37.462496,126.8730243,4,3.95,21.19,Y,N,Y,,,N,,Y,,광명시 도시교통과,02-2680-2586,2020-12-14
9,광명시,가림일로,,경기도 광명시 하안동 864-9,2020-295,1,,N,37.46533455,126.8692327,1,3.94,4.95,N,N,N,,,N,,Y,,광명시 도시교통과,02-2680-2586,2020-12-14
9,광명시,안양천로,,경기도 광명시 철산동 460,2020-158,4,,Y,37.48498987,126.871098,1,3.9,5.2,N,N,N,,,Y,,Y,,광명시 도시교통과,02-2680-2586,2020-12-14
9,광명시,오리로,,경기도 광명시 광명동 33-30,2020-180,1,,N,37.47773398,126.860715,2,3.86,16.2,N,N,N,,,N,,Y,,광명시 도시교통과,02-2680-2586,2020-12-14
9,광명시,안양천로,,경기도 광명시 철산동 460,2020-72,4,,N,37.47455241,126.8759828,3,3.8,26,Y,N,Y,,,Y,,Y,,광명시 도시교통과,02-2680-2586,2020-12-14
9,광명시,가마산로,,경기도 광명시 철산동 460,2020-157,4,,N,37.48498987,126.871098,4,3.8,13.2,Y,N,Y,,,Y,,Y,,광명시 도시교통과,02-2680-2586,2020-12-14
9,광명시,사성로103번길,,경기도 광명시 철산동 55-7,2020-126,1,,N,37.48931926,126.8670736,3,3.7,5.1,Y,N,N,,,N,,Y,,광명시 도시교통과,02-2680-2586,2020-12-14
9,광명시,-,,경기도 광명시 철산동 453,2020-142,1,,Y,37.48795537,126.868088,3,3.7,8.8,N,N,N,,,N,,Y,,광명시 도시교통과,02-2680-2586,2020-12-14
9,광명시,가림일로,,경기도 광명시 하안동 864-9,2020-294,1,,N,37.46759749,126.8685349,2,3.67,6.71,N,N,N,,,N,,Y,,광명시 도시교통과,02-2680-2586,2020-12-14
9,광명시,시청로,경기도 광명시 시청로 20,경기도 광명시 철산동 222-1,2020-26,4,,Y,37.47696432,126.8632488,1,3.6,6,Y,N,N,,,Y,,Y,,광명시 도시교통과,02-2680-2586,2020-12-14
9,광명시,오리로949번길,,경기도 광명시 광명동 158-232,2020-187,1,,N,37.4784171,126.8574435,1,3.51,7,Y,N,N,,,N,,Y,,광명시 도시교통과,02-2680-2586,2020-12-14
9,광명시,오리로854번길,,경기도 광명시 철산동 531,2020-45,1,,Y,37.47544256,126.8700715,1,3.5,6.1,N,N,N,,,N,,Y,,광명시 도시교통과,02-2680-2586,2020-12-14
9,광명시,오리로854번길,경기도 광명시 오리로 852,경기도 광명시 철산동 529,2020-47,1,,Y,37.47535676,126.8698851,1,3.4,8,N,N,N,,,N,,Y,,광명시 도시교통과,02-2680-2586,2020-12-14
9,광명시,사성로,,경기도 광명시 철산동 453,2020-123,1,,Y,37.49052302,126.8678913,2,3.4,10,N,N,N,,,N,,Y,,광명시 도시교통과,02-2680-2586,2020-12-14
9,광명시,광복로,,경기도 광명시 철산동 56-50,2020-130,1,,N,37.49024407,126.8662126,2,3.3,5,N,N,N,,,N,,N,,광명시 도시교통과,02-2680-2586,2020-12-14
9,광명시,철산로30번길,경기도 광명시 오리로 852,경기도 광명시 철산동 529,2020-51,1,,Y,37.4742777,126.8697937,1,3.2,5.8,N,N,N,,,N,,Y,,광명시 도시교통과,02-2680-2586,2020-12-14
9,광명시,가림로,,경기도 광명시 하안동 707-20,2020-251,1,,N,37.46804837,126.8648053,2,3.2,8.8,N,N,N,,,N,,N,,광명시 도시교통과,02-2680-2586,2020-12-14
9,광명시,오리로876번길,,경기도 광명시 철산동 524,2020-21,1,,N,37.28389529,126.5156077,1,3.1,5.9,N,N,N,,,N,,Y,,광명시 도시교통과,02-2680-2586,2020-12-14
9,광명시,사성로,,경기도 광명시 철산동 56-50,2020-134,1,,N,37.48667862,126.8644862,2,4.8,8.3,N,N,N,,,N,,N,,광명시 도시교통과,02-2680-2586,2020-12-14
9,광명시,시청로,,경기도 광명시 철산동 468-1,2020-147,1,,N,37.48755242,126.8683177,3,4.8,10.4,Y,N,N,,,N,,Y,,광명시 도시교통과,02-2680-2586,2020-12-14
9,광명시,철산로30번길,경기도 광명시 철산로30번길 24-1,경기도 광명시 철산동 530,2020-49,1,,Y,37.4743882,126.8699122,2,6,9.1,N,N,N,,,N,,Y,,광명시 도시교통과,02-2680-2586,2020-12-14
9,광명시,디지털로,경기도 광명시 디지털로 19-1,경기도 광명시 철산동 632-1,2020-57,4,,N,37.47351833,126.8675227,4,6,11.2,Y,N,Y,,,Y,,Y,,광명시 도시교통과,02-2680-2586,2020-12-14
9,광명시,오리로,경기도 광명시 디지털로 19-1,경기도 광명시 철산동 632-1,2020-60,4,,N,37.47332224,126.8674157,6,6,14.2,Y,N,Y,,,Y,,Y,,광명시 도시교통과,02-2680-2586,2020-12-14
9,광명시,시청로,,경기도 광명시 철산동 468-1,2020-146,1,,N,37.48696315,126.8671004,4,6,15.2,Y,N,N,,,N,,Y,,광명시 도시교통과,02-2680-2586,2020-12-14
9,광명시,시청로,,경기도 광명시 철산동 468-1,2020-148,1,,N,37.48755242,126.8683177,4,6,15.6,Y,N,Y,,,N,,Y,,광명시 도시교통과,02-2680-2586,2020-12-14
9,광명시,시청로,,경기도 광명시 철산동 468-1,2020-150,1,,N,37.48755242,126.8683177,4,6,15.2,Y,N,Y,,,N,,Y,,광명시 도시교통과,02-2680-2586,2020-12-14
9,광명시,시청로,,경기도 광명시 철산동 468-1,2020-154,3,,N,37.48820485,126.8696225,1,6,15.6,Y,N,N,,,Y,,Y,,광명시 도시교통과,02-2680-2586,2020-12-14
9,광명시,가마산로,,경기도 광명시 철산동 478,2020-165,1,,Y,37.48471785,126.8695353,4,6,14.2,Y,N,N,,,N,,Y,,광명시 도시교통과,02-2680-2586,2020-12-14
9,광명시,가마산로,,경기도 광명시 철산동 478,2020-174,1,,N,37.48433045,126.8675347,4,6,14,Y,N,N,,,N,,Y,,광명시 도시교통과,02-2680-2586,2020-12-14
9,광명시,하안로,,경기도 광명시 철산동 634-2,2020-91,1,,N,37.47037569,126.8733557,5,5.99,16.15,Y,N,Y,,,N,,Y,,광명시 도시교통과,02-2680-2586,2020-12-14
9,광명시,하안로,,경기도 광명시 철산동 634-2,2020-93,1,,N,37.4687033,126.8745144,6,5.99,18.84,Y,N,Y,,,N,,Y,,광명시 도시교통과,02-2680-2586,2020-12-14
9,광명시,도덕공원로,,경기도 광명시 철산동 523-3,2020-264,1,,Y,37.47117725,126.8668966,2,5.99,7.64,Y,N,N,,,N,,Y,,광명시 도시교통과,02-2680-2586,2020-12-14
9,광명시,가림로,,경기도 광명시 하안동 720,2020-298,1,,N,37.4641353,126.8704556,5,5.99,21.11,Y,N,Y,,,N,,Y,,광명시 도시교통과,02-2680-2586,2020-12-14
9,광명시,오리로,,경기도 광명시 하안동 864-10,2020-116,1,,N,37.47009571,126.8686196,4,5.98,23.79,Y,N,Y,,,N,,Y,,광명시 도시교통과,02-2680-2586,2020-12-14
9,광명시,오리로,,경기도 광명시 하안동 722,2020-305,1,,N,37.46273919,126.8729476,8,5.98,27.93,Y,N,Y,,,N,,Y,,광명시 도시교통과,02-2680-2586,2020-12-14
9,광명시,오리로,,경기도 광명시 하안동 864-10,2020-114,1,,N,37.47009571,126.8686196,9,5.97,27.02,Y,N,Y,,,N,,Y,,광명시 도시교통과,02-2680-2586,2020-12-14
9,광명시,안현로,경기도 광명시 하안로 317,경기도 광명시 하안동 711-8,2020-306,1,,N,37.46278677,126.8732075,4,5.97,19.42,Y,N,Y,,,N,,Y,,광명시 도시교통과,02-2680-2586,2020-12-14
9,광명시,하안로,경기도 광명시 디지털로 48,경기도 광명시 철산동 634-5,2020-84,1,,N,37.47385988,126.8729203,5,5.96,15.47,Y,N,Y,,,N,,Y,,광명시 도시교통과,02-2680-2586,2020-12-14
9,광명시,하안로,,경기도 광명시 철산동 634-2,2020-89,1,,N,37.47124458,126.8728088,5,5.96,18.04,Y,N,Y,,,N,,Y,,광명시 도시교통과,02-2680-2586,2020-12-14
9,광명시,광덕산로,경기도 광명시 디지털로 48,경기도 광명시 철산동 634-5,2020-90,1,,N,37.47102828,126.8727583,5,5.96,15.3,Y,N,Y,,,N,,Y,,광명시 도시교통과,02-2680-2586,2020-12-14
9,광명시,하안로,,경기도 광명시 철산동 634-2,2020-92,1,,Y,37.4693493,126.874064,4,5.96,11.66,Y,N,Y,,,N,,Y,,광명시 도시교통과,02-2680-2586,2020-12-14
9,광명시,철망산로,,경기도 광명시 하안동 863-8,2020-94,1,,N,37.46848726,126.8747013,5,5.96,23.03,Y,N,Y,,,N,,Y,,광명시 도시교통과,02-2680-2586,2020-12-14
9,광명시,광덕산로,,경기도 광명시 하안동 864-9,2020-117,1,,N,37.47009571,126.8686196,4,5.95,14.77,Y,N,Y,,,N,,Y,,광명시 도시교통과,02-2680-2586,2020-12-14
9,광명시,오리로,,경기도 광명시 하안동 722,2020-296,1,,N,37.46437183,126.8704665,6,5.95,22.88,Y,N,Y,,,N,,Y,,광명시 도시교통과,02-2680-2586,2020-12-14
9,광명시,오리로,,경기도 광명시 하안동 722,2020-297,1,,N,37.46417172,126.8707946,7,5.95,23.38,Y,N,Y,,,N,,Y,,광명시 도시교통과,02-2680-2586,2020-12-14
9,광명시,오리로,,경기도 광명시 하안동 722,2020-307,1,,N,37.46251425,126.873239,7,5.95,22.53,Y,N,Y,,,N,,Y,,광명시 도시교통과,02-2680-2586,2020-12-14
9,광명시,가림일로,,경기도 광명시 철산동 624,2020-262,1,,Y,37.47106466,126.8669307,4,5.94,13.02,Y,N,N,,,N,,Y,,광명시 도시교통과,02-2680-2586,2020-12-14
9,광명시,철산로,,경기도 광명시 철산동 526,20-Dec,1,,N,37.28343135,126.5285722,8,8.7,32.8,Y,N,Y,,,N,,Y,,광명시 도시교통과,02-2680-2586,2020-12-14
9,광명시,디지털로,경기도 광명시 디지털로 19-1,경기도 광명시 철산동 632-1,2020-55,1,,N,37.4737574,126.8697559,7,8.4,19,Y,N,Y,,,N,,Y,,광명시 도시교통과,02-2680-2586,2020-12-14
9,광명시,오리로,경기도 광명시 오리로 지하 980,경기도 광명시 광명동 158-211,2020-183,1,,N,37.4782786,126.8584104,5,8.39,19.3,Y,N,Y,,,N,,Y,,광명시 도시교통과,02-2680-2586,2020-12-14
9,광명시,안현로,경기도 광명시 하안로 317,경기도 광명시 하안동 711-8,2020-310,1,,N,37.46387366,126.8743049,4,8.3,8.8,Y,N,Y,,,N,,Y,,광명시 도시교통과,02-2680-2586,2020-12-14
9,광명시,오리로,,경기도 광명시 광명동 159-12,2020-201,1,,N,37.48086245,126.8494625,5,8.22,16.09,Y,N,Y,,,N,,Y,,광명시 도시교통과,02-2680-2586,2020-12-14
9,광명시,오리로,경기도 광명시 오리로 864,경기도 광명시 철산동 523,2020-42,1,,N,37.47474746,126.8668564,6,8.2,19.8,Y,N,Y,,,N,,Y,,광명시 도시교통과,02-2680-2586,2020-12-14
9,광명시,철산로,,경기도 광명시 철산동 526,2020-69,1,,N,37.47752664,126.8725947,9,8.2,32,Y,N,Y,,,N,,Y,,광명시 도시교통과,02-2680-2586,2020-12-14
9,광명시,철산로,,경기도 광명시 철산동 526,2020-71,1,,N,37.47752664,126.8725947,9,8.2,32,Y,N,Y,,,N,,Y,,광명시 도시교통과,02-2680-2586,2020-12-14
9,광명시,하안로,경기도 광명시 하안로 317,경기도 광명시 하안동 711-8,2020-95,1,,N,37.46838375,126.8748004,4,8.2,9.5,Y,N,Y,,,N,,Y,,광명시 도시교통과,02-2680-2586,2020-12-14
9,광명시,하안로,경기도 광명시 하안로 317,경기도 광명시 하안동 711-8,2020-317,1,,N,37.46567414,126.8771165,4,8.2,9.6,Y,N,Y,,,N,,Y,,광명시 도시교통과,02-2680-2586,2020-12-14
9,광명시,오리로,,경기도 광명시 광명동 158-232,2020-193,1,,N,37.4794717,126.8540978,5,8.19,16.37,Y,N,Y,,,N,,Y,,광명시 도시교통과,02-2680-2586,2020-12-14
9,광명시,오리로,,경기도 광명시 철산동 636-3,2020-119,1,,N,37.47139941,126.8681567,8,8.18,24.94,Y,N,Y,,,N,,Y,,광명시 도시교통과,02-2680-2586,2020-12-14
9,광명시,오리로,,경기도 광명시 광명동 158-232,2020-199,1,,N,37.4803736,126.8512017,5,8.17,14.92,Y,N,Y,,,N,,Y,,광명시 도시교통과,02-2680-2586,2020-12-14
9,광명시,오리로,경기도 광명시 오리로 지하 980,경기도 광명시 광명동 158-211,2020-197,1,,N,37.47996978,126.8525084,5,8.11,15.92,Y,N,Y,,,N,,Y,,광명시 도시교통과,02-2680-2586,2020-12-14
9,광명시,오리로,,경기도 광명시 광명동 159-12,2020-202,1,,N,37.48135587,126.8477995,4,8.1,15.79,Y,N,Y,,,N,,Y,,광명시 도시교통과,02-2680-2586,2020-12-14
9,광명시,안현로,경기도 광명시 하안로 317,경기도 광명시 하안동 711-8,2020-316,1,,N,37.46486164,126.8756003,4,8.1,9.5,Y,N,N,,,N,,Y,,광명시 도시교통과,02-2680-2586,2020-12-14
9,광명시,광명로,,경기도 광명시 광명동 194-19,2020-247,1,,N,37.47752481,126.853525,6,8.06,19.69,Y,N,Y,,,N,,Y,,광명시 도시교통과,02-2680-2586,2020-12-14
9,광명시,광명로,,경기도 광명시 광명동 158-961,2020-204,1,,N,37.481798,126.855484,6,8.05,15.57,Y,N,Y,,,N,,Y,,광명시 도시교통과,02-2680-2586,2020-12-14
9,광명시,시청로,,경기도 광명시 철산동 468-1,18-Jan,1,,N,37.47813621,126.8637441,6,8,19,Y,,,,,N,,Y,,광명시 도시교통과,02-2680-2585,2020-12-14
9,광명시,오리로,경기도 광명시 오리로 지하 980,경기도 광명시 광명동 158-211,18-Mar,1,,N,37.4793665,126.8546384,5,8,20,Y,,,,,N,,Y,,광명시 도시교통과,02-2680-2585,2020-12-14
9,광명시,광명로,,경기도 광명시 광명동 194-19,18-Apr,1,,N,37.47751355,126.8535307,6,8,22,Y,,,,,N,,Y,,광명시 도시교통과,02-2680-2585,2020-12-14
9,광명시,오리로,경기도 광명시 오리로 864,경기도 광명시 철산동 523,2020-35,4,,N,37.47552604,126.8661597,6,8,16,Y,N,Y,,,Y,,Y,,광명시 도시교통과,02-2680-2586,2020-12-14
9,광명시,디지털로,,경기도 광명시 철산동 634-4,2020-85,1,,N,37.47403084,126.8727052,6,8,21.64,Y,N,Y,,,N,,Y,,광명시 도시교통과,02-2680-2586,2020-12-14
9,광명시,안양천로,,경기도 광명시 하안동 710,2020-105,1,,N,37.47071941,126.8789283,7,8,19.5,Y,N,N,,,N,,Y,,광명시 도시교통과,02-2680-2586,2020-12-14
9,광명시,광명로,,경기도 광명시 광명동 158-961,2020-208,1,,N,37.48428616,126.8566098,6,8,17.33,Y,N,Y,,,N,,Y,,광명시 도시교통과,02-2680-2586,2020-12-14
