id,acc_sum,lon1,lat1,lon2,lat2,cctv,cross,speedBump,parking,trafficLight,youth,baby,build,latM,lonM,youchiwon,elementry,academy,gym,school_zone
27,0,126.99871540000001,37.17510289,126.99983590000002,37.17600903,0,0,0,0,0,0.0,0.0,0.0,37.1746498,126.99927565000002,0,0,0,0,0
28,0,126.9987095,37.17600427,126.99983,37.17691041,0,0,0,0,0,0.0,0.0,0.0,37.17555118,126.99926975000001,0,0,0,0,0
29,0,126.99870349999999,37.17690565,126.999824,37.17781179,0,0,0,0,0,0.0,0.0,0.0,37.17645256,126.99926375,0,0,0,0,0
30,0,126.9986975,37.17780703,126.99981809999998,37.17871317,0,0,0,0,0,0.0,0.0,0.0,37.17735394,126.99925775000001,0,0,0,0,0
31,0,126.9986916,37.17870841,126.9998121,37.17961455,0,0,0,0,0,0.0,0.0,0.0,37.178255320000005,126.99925185000001,0,0,0,0,0
32,0,126.99868559999999,37.17960979,126.9998062,37.18051593,0,0,0,0,0,0.0,0.0,0.0,37.17915670000001,126.99924585,0,0,0,0,0
33,0,126.9986797,37.18051117,126.9998003,37.18141732,0,0,0,0,0,0.0,0.0,0.0,37.18005808000001,126.99923995,0,0,0,0,0
34,0,126.9998597,37.172403499999994,127.00098020000001,37.17330963,0,0,0,0,0,0.0,0.0,0.0,37.171950409999994,127.00041995000001,0,0,0,0,0
35,0,126.9998537,37.17330488,127.0009742,37.17421101,0,0,0,0,0,0.0,0.0,0.0,37.17285179000001,127.00041395000001,0,0,0,0,0
36,0,126.99984779999998,37.17420626,127.0009683,37.1751124,0,0,0,0,0,0.0,0.0,0.0,37.17375317,127.00040804999999,0,0,0,0,0
37,0,126.99984189999999,37.17510765,127.0009624,37.17601378,0,0,0,0,0,0.0,0.0,0.0,37.17465456000001,127.00040215,0,0,0,0,0
38,0,126.99983590000002,37.17600903,127.0009564,37.17691516,0,0,0,0,0,0.0,0.0,0.0,37.17555594000001,127.00039615000003,0,0,0,0,0
39,0,126.99983,37.17691041,127.00095049999999,37.17781654,0,0,0,0,0,0.0,0.0,0.0,37.17645732,127.00039025000001,0,0,0,0,0
40,0,126.99981809999998,37.17871317,127.0009386,37.1796193,0,0,0,0,0,0.0,0.0,0.0,37.17826008,127.00037834999999,0,0,0,0,0
41,0,126.9998121,37.17961455,127.0009327,37.18052069,0,0,0,0,0,0.0,0.0,0.0,37.17916146,127.00037235,0,0,0,0,0
42,0,126.9998062,37.18051593,127.00092679999999,37.18142207,0,0,0,0,0,0.0,0.0,0.0,37.180062840000005,127.00036645,0,0,0,0,0
43,0,127.000992,37.17150687,127.0021125,37.17241299,0,0,0,0,0,0.0,0.0,0.0,37.17105378000001,127.00155225,0,0,0,0,0
44,0,127.0009861,37.17240825,127.00210659999999,37.17331437,0,0,0,0,0,0.0,0.0,0.0,37.171955159999996,127.00154635000001,0,0,0,0,0
45,0,127.00098020000001,37.17330963,127.0021007,37.17421575,0,0,0,0,0,0.0,0.0,569.87,37.17285654,127.00154045000002,0,0,0,0,0
46,0,127.0009742,37.17421101,127.00209469999999,37.17511713,0,0,0,0,0,0.0,0.0,0.0,37.17375792,127.00153445000001,0,0,0,0,0
47,0,127.0009683,37.1751124,127.00208880000001,37.17601852,0,0,0,0,0,0.0,0.0,0.0,37.17465931000001,127.00152855,0,0,0,0,0
48,0,127.0009624,37.17601378,127.00208290000002,37.176919899999994,0,0,0,0,0,0.0,0.0,0.0,37.17556069,127.00152265000001,0,0,0,0,0
49,0,127.0009564,37.17691516,127.002077,37.17782128,0,0,0,0,0,0.0,0.0,0.0,37.17646207,127.00151665000001,0,0,0,0,0
50,0,127.00095049999999,37.17781654,127.0020711,37.17872266,0,0,0,0,0,0.0,0.0,0.0,37.17736345,127.00151075,0,0,0,0,0
51,0,127.00213020000001,37.16970884,127.0032507,37.17061495,0,0,0,0,0,0.0,0.0,0.0,37.169255750000005,127.00269045000002,0,0,0,0,0
52,0,127.0021243,37.17061022,127.00324479999999,37.17151633,0,0,0,0,0,0.0,0.0,0.0,37.17015713000001,127.00268455000001,0,0,0,0,0
53,0,127.00211840000001,37.1715116,127.0032389,37.17241771,0,0,0,0,0,0.0,0.0,279.85,37.17105851000001,127.00267865000002,0,0,0,0,0
54,0,127.0021125,37.17241299,127.00323300000001,37.1733191,0,0,0,0,0,0.0,0.0,96.0,37.171959900000004,127.00267275,0,0,0,0,0
55,0,127.00210659999999,37.17331437,127.00322709999999,37.17422048,0,0,0,0,0,0.0,0.0,301.15,37.172861280000006,127.00266685,0,0,0,0,0
56,0,127.0021007,37.17421575,127.0032212,37.17512186,0,0,0,0,0,0.0,0.0,122.39,37.17376266000001,127.00266095,0,0,0,0,0
57,0,127.00209469999999,37.17511713,127.0032153,37.17602324,0,0,0,0,0,0.0,0.0,177.45,37.174664039999996,127.00265495,0,0,0,0,0
58,0,127.00208880000001,37.17601852,127.0032094,37.17692463,0,0,0,0,0,0.0,0.0,152.26,37.175565430000006,127.00264905000002,0,0,0,0,0
59,0,127.00208290000002,37.176919899999994,127.0032035,37.17782601,0,0,0,0,0,0.0,0.0,509.5,37.176466809999994,127.00264315000003,0,0,0,0,0
60,0,127.002077,37.17782128,127.00319760000001,37.17872739,0,0,0,0,0,0.0,0.0,550.38,37.17736819000001,127.00263725,0,0,0,0,0
61,0,127.0020711,37.17872266,127.00319170000002,37.17962877,0,0,0,0,0,0.0,0.0,0.0,37.17826957,127.00263135,0,0,0,0,0
62,0,127.0020533,37.18142681,127.003174,37.18233292,0,0,0,0,0,0.0,0.0,0.0,37.18097372,127.00261355,0,0,0,0,0
63,0,127.00204740000001,37.18232819,127.00316809999998,37.1832343,0,0,0,0,0,0.0,0.0,0.0,37.1818751,127.00260765000002,0,0,0,0,0
64,0,127.00325659999999,37.16971357,127.0043771,37.17061967,0,0,0,0,0,0.0,0.0,0.0,37.169260480000005,127.00381684999999,0,0,0,0,0
65,0,127.0032507,37.17061495,127.00437120000001,37.17152105,0,0,0,0,0,0.0,0.0,0.0,37.17016186000001,127.00381095,0,0,0,0,0
66,0,127.00324479999999,37.17151633,127.00436529999999,37.17242243,0,0,0,0,0,0.0,0.0,0.0,37.17106324000001,127.00380505,0,0,0,0,0
67,0,127.0032389,37.17241771,127.0043594,37.17332381,0,0,0,0,0,0.0,0.0,0.0,37.17196462,127.00379915,0,0,0,0,0
68,0,127.00323300000001,37.1733191,127.0043535,37.1742252,0,0,0,0,0,0.0,0.0,0.0,37.17286601000001,127.00379325000002,0,0,0,0,0
69,0,127.00322709999999,37.17422048,127.0043476,37.17512658,0,0,0,0,0,0.0,0.0,0.0,37.17376739000001,127.00378735,0,0,0,0,0
70,0,127.0032212,37.17512186,127.00434170000001,37.17602796,0,0,0,0,0,0.0,0.0,83.0,37.17466877,127.00378145,0,0,0,0,0
71,0,127.0032153,37.17602324,127.0043358,37.17692934,0,0,0,0,0,0.0,0.0,0.0,37.17557015,127.00377555,0,0,0,0,0
72,0,127.0032094,37.17692463,127.00433000000001,37.17783073,0,0,0,0,0,0.0,0.0,1089.98,37.17647154000001,127.00376965000001,0,0,0,0,0
73,0,127.0032035,37.17782601,127.00432409999999,37.17873211,0,0,0,0,0,0.0,0.0,0.0,37.177372919999996,127.00376375,0,0,0,0,0
74,0,127.00319760000001,37.17872739,127.0043182,37.17963349,0,0,0,0,0,0.0,0.0,0.0,37.1782743,127.00375785000001,0,0,0,0,0
75,0,127.00319170000002,37.17962877,127.0043123,37.18053487,0,0,0,0,0,0.0,0.0,0.0,37.17917568,127.00375195000002,0,0,0,0,0
76,0,127.0031799,37.18143153,127.00430049999999,37.18233763,0,0,0,0,0,0.0,0.0,0.0,37.180978440000004,127.00374015000001,0,0,0,0,0
77,0,127.003174,37.18233292,127.0042946,37.18323902,0,0,0,0,0,0.0,0.0,0.0,37.18187983,127.00373425000001,0,0,0,0,0
78,0,127.00316809999998,37.1832343,127.0042887,37.1841404,0,0,0,0,0,0.0,0.0,0.0,37.18278121,127.00372834999999,0,0,0,0,0
79,0,127.00316219999999,37.18413568,127.0042828,37.18504178,0,0,0,0,0,0.0,0.0,0.0,37.183682590000004,127.00372245,0,0,0,0,0
80,0,127.0043888,37.168816899999996,127.00550929999999,37.16972299,0,0,0,0,0,0.0,0.0,0.0,37.16836381,127.00494905000001,0,0,0,0,0
81,0,127.004383,37.16971828,127.0055034,37.17062437,0,0,0,0,0,0.0,0.0,0.0,37.169265190000004,127.00494325000001,0,0,0,0,0
82,0,127.0043771,37.17061967,127.0054976,37.17152575,0,0,0,0,0,0.0,0.0,0.0,37.17016658,127.00493735,0,0,0,0,0
83,0,127.00437120000001,37.17152105,127.00549170000001,37.17242714,0,0,0,0,0,0.0,0.0,0.0,37.17106796,127.00493145000002,0,0,0,0,0
84,0,127.00436529999999,37.17242243,127.0054858,37.17332852,0,0,0,0,0,0.0,0.0,396.42,37.171969340000004,127.00492555,0,0,0,0,0
85,0,127.0043594,37.17332381,127.00547990000001,37.1742299,0,0,0,0,0,0.0,0.0,152.44,37.172870720000006,127.00491965,0,0,0,0,0
86,0,127.0043535,37.1742252,127.00547409999999,37.17513129,0,0,0,0,0,0.0,0.0,492.83,37.17377211,127.00491375,0,0,0,0,0
87,0,127.0043476,37.17512658,127.00546820000001,37.17603267,0,0,0,0,0,0.0,0.0,0.0,37.17467349,127.00490785000001,0,0,0,0,0
88,0,127.00434170000001,37.17602796,127.00546229999999,37.17693405,0,0,0,0,0,0.0,0.0,0.0,37.175574870000005,127.00490195000002,0,0,0,0,0
89,0,127.0043358,37.17692934,127.0054564,37.17783543,0,0,0,0,0,0.0,0.0,0.0,37.17647625000001,127.00489605000001,0,0,0,0,0
90,0,127.00433000000001,37.17783073,127.0054506,37.17873682,0,0,0,0,0,0.0,0.0,0.0,37.17737764,127.00489025000002,0,0,0,0,0
91,0,127.00432409999999,37.17873211,127.0054447,37.17963820000001,0,0,0,0,0,0.0,0.0,0.0,37.178279020000005,127.00488435,0,0,0,0,0
92,0,127.0043182,37.17963349,127.00543880000001,37.18053958,0,0,0,0,0,0.0,0.0,195.27,37.17918040000001,127.00487845,0,0,0,0,0
93,0,127.0043123,37.18053487,127.00543290000002,37.18144096,0,0,0,0,0,0.0,0.0,215.0,37.18008178000001,127.00487255,0,0,0,0,0
94,0,127.0043064,37.18143625,127.00542709999999,37.18234234,0,0,0,0,0,0.0,0.0,396.72,37.18098316,127.00486665000001,0,0,0,0,0
95,0,127.00430049999999,37.18233763,127.0054212,37.18324372,0,0,0,0,0,0.0,0.0,396.72,37.18188454,127.00486074999999,0,0,0,0,0
96,0,127.0042946,37.18323902,127.0054153,37.18414511,0,0,0,0,0,0.0,0.0,0.0,37.18278593000001,127.00485485,0,0,0,0,0
97,0,127.0042887,37.1841404,127.0054094,37.18504649,0,0,0,0,0,0.0,0.0,0.0,37.183687309999996,127.00484895000001,0,0,0,0,0
98,0,127.0042828,37.18504178,127.00540359999998,37.18594787,0,0,0,0,0,0.0,0.0,0.0,37.18458869,127.00484305,0,0,0,0,0
99,0,127.0055211,37.16792022,127.0066415,37.1688263,0,0,0,0,0,0.0,0.0,0.0,37.167467130000006,127.00608135,0,0,0,0,0
100,0,127.0055152,37.1688216,127.0066357,37.16972768,0,0,0,0,0,0.0,0.0,0.0,37.16836851000001,127.00607545000001,0,0,0,0,0
101,0,127.00550929999999,37.16972299,127.0066298,37.17062907,0,0,0,0,0,0.0,0.0,0.0,37.1692699,127.00606954999999,0,0,0,0,0
102,0,127.0055034,37.17062437,127.006624,37.17153045,0,0,0,0,0,0.0,0.0,0.0,37.170171280000005,127.00606365,0,0,0,0,0
103,0,127.0054976,37.17152575,127.00661809999998,37.17243183,0,0,0,0,0,0.0,0.0,0.0,37.17107266000001,127.00605785,0,0,0,0,0
104,1,127.00549170000001,37.17242714,127.00661219999999,37.17333322,0,0,0,0,0,0.0,0.0,0.0,37.17197405,127.00605195000001,0,0,0,0,0
105,0,127.0054858,37.17332852,127.0066064,37.174234600000005,0,0,0,0,0,0.0,0.0,43.66,37.172875430000005,127.00604605000001,0,0,0,0,0
106,0,127.00547990000001,37.1742299,127.00660049999999,37.17513598,0,0,0,0,0,0.0,0.0,149.97,37.17377681000001,127.00604015000002,0,0,0,0,0
107,0,127.00547409999999,37.17513129,127.0065947,37.17603736,0,0,0,0,0,0.0,0.0,131.68,37.1746782,127.00603435,0,0,0,0,0
108,0,127.00546820000001,37.17603267,127.0065888,37.17693875,0,0,0,0,0,0.0,0.0,0.0,37.175579580000004,127.00602845000002,0,0,0,0,0
109,0,127.00546229999999,37.17693405,127.00658290000001,37.17784013,0,0,0,0,0,0.0,0.0,0.0,37.176480960000006,127.00602255,0,0,0,0,0
110,0,127.0054564,37.17783543,127.0065771,37.17874151,0,0,0,0,0,0.0,0.0,0.0,37.17738234000001,127.00601665,0,0,0,0,0
111,0,127.0054506,37.17873682,127.00657120000001,37.17964289,0,0,0,0,0,0.0,0.0,0.0,37.178283730000004,127.00601085000001,0,0,0,0,0
112,0,127.0054447,37.17963820000001,127.00656529999999,37.18054428,0,0,0,0,0,0.0,0.0,0.0,37.179185110000006,127.00600495,0,0,0,0,0
113,0,127.00543880000001,37.18053958,127.0065595,37.18144566,0,0,0,0,0,0.0,0.0,237.6,37.18008649000001,127.00599905000001,0,0,0,0,0
114,0,127.00543290000002,37.18144096,127.00655359999999,37.18234704,0,0,0,0,0,0.0,0.0,0.0,37.18098787000001,127.00599315000002,0,0,0,0,0
115,0,127.00542709999999,37.18234234,127.0065477,37.18324842,0,0,0,0,0,0.0,0.0,157.32,37.18188925,127.00598735,0,0,0,0,0
116,0,127.0054212,37.18324372,127.0065419,37.18414979999999,0,0,0,0,0,0.0,0.0,0.0,37.18279063,127.00598145000001,0,0,0,0,0
117,0,127.0054153,37.18414511,127.00653600000001,37.18505118,0,0,0,0,0,0.0,0.0,0.0,37.18369202000001,127.00597555,0,0,0,0,0
118,0,127.0054094,37.18504649,127.00653020000001,37.18595257,0,0,0,0,0,0.0,0.0,0.0,37.1845934,127.00596965000001,0,0,0,0,0
119,0,127.00540359999998,37.18594787,127.0065243,37.18685395,0,0,0,0,0,0.0,0.0,0.0,37.18549478,127.00596384999999,0,0,0,0,0
120,0,127.00664740000002,37.16792492,127.0077679,37.16883098,0,0,0,0,0,0.0,0.0,0.0,37.16747183,127.00720765000003,0,0,0,0,0
121,0,127.0066415,37.1688263,127.00776200000001,37.16973237,0,0,0,0,0,0.0,0.0,0.0,37.16837321,127.00720175000001,0,0,0,0,0
122,0,127.0066357,37.16972768,127.00775619999999,37.17063375,0,0,0,0,0,0.0,0.0,0.0,37.16927459,127.00719595000001,0,0,0,0,0
123,0,127.0066298,37.17062907,127.00775039999999,37.17153513,0,0,0,0,0,0.0,0.0,0.0,37.170175979999996,127.00719005,0,0,0,0,0
124,0,127.006624,37.17153045,127.0077445,37.17243652,0,0,0,0,0,0.0,0.0,0.0,37.17107736,127.00718425000001,0,0,0,0,0
125,0,127.00661809999998,37.17243183,127.0077387,37.17333789999999,0,0,0,0,0,0.0,0.0,77.22,37.17197874,127.00717834999999,0,0,0,0,0
126,0,127.00661219999999,37.17333322,127.0077328,37.17423928,0,0,0,0,0,0.0,0.0,90.33,37.17288013000001,127.00717245,0,0,0,0,0
127,0,127.0066064,37.174234600000005,127.007727,37.17514067,0,0,0,0,0,0.0,0.0,118.0,37.17378151000001,127.00716665,0,0,0,0,0
128,0,127.00660049999999,37.17513598,127.00772109999998,37.17604205,0,0,0,0,0,0.0,0.0,120.34,37.17468289,127.00716075,0,0,0,0,0
129,0,127.0065947,37.17603736,127.00771529999999,37.17694343,0,0,0,0,0,0.0,0.0,0.0,37.17558427,127.00715495,0,0,0,0,0
130,0,127.0065888,37.17693875,127.00770940000001,37.17784481,0,0,0,0,0,0.0,0.0,0.0,37.17648566,127.00714905000001,0,0,0,0,0
131,0,127.00658290000001,37.17784013,127.00770359999999,37.178746200000006,0,0,0,0,0,0.0,0.0,0.0,37.17738704,127.00714315000002,0,0,0,0,0
132,0,127.0065771,37.17874151,127.0076977,37.17964758,0,0,0,0,0,0.0,0.0,0.0,37.17828842,127.00713735000001,0,0,0,0,0
133,0,127.00657120000001,37.17964289,127.0076919,37.18054896,0,0,0,0,0,0.0,0.0,0.0,37.1791898,127.00713145000002,0,0,0,0,0
134,0,127.00656529999999,37.18054428,127.007686,37.18145034,0,0,0,0,0,0.0,0.0,0.0,37.18009119,127.00712555,0,0,0,0,0
135,0,127.0065595,37.18144566,127.00768020000001,37.18235173,0,0,0,0,0,0.0,0.0,160.3,37.18099257,127.00711975,0,0,0,0,0
136,0,127.00655359999999,37.18234704,127.0076743,37.18325311,0,0,0,0,0,0.0,0.0,0.0,37.18189395,127.00711385,0,0,0,0,0
137,0,127.0065477,37.18324842,127.00766850000001,37.18415449,0,0,0,0,0,0.0,0.0,0.0,37.182795330000005,127.00710795,0,0,0,0,0
138,0,127.0065419,37.18414979999999,127.00766259999999,37.18505587,0,0,0,0,0,0.0,0.0,0.0,37.18369670999999,127.00710215000001,0,0,0,0,0
139,0,127.00653600000001,37.18505118,127.00765679999999,37.18595725,0,0,0,0,0,0.0,0.0,0.0,37.18459809000001,127.00709625000002,0,0,0,0,0
140,0,127.00653020000001,37.18595257,127.0076509,37.18685863,0,0,0,0,0,0.0,0.0,0.0,37.185499480000004,127.00709045000002,0,0,0,0,0
141,0,127.0077737,37.1679296,127.0088942,37.16883566,0,0,0,0,0,0.0,0.0,0.0,37.16747651,127.00833395000001,0,0,0,0,0
142,0,127.0077679,37.16883098,127.0088884,37.16973704,0,0,0,0,0,0.0,0.0,0.0,37.16837789,127.00832815000001,0,0,0,0,0
143,0,127.00776200000001,37.16973237,127.00888259999999,37.17063842,0,0,0,0,0,0.0,0.0,0.0,37.16927928,127.00832225000002,0,0,0,0,0
144,0,127.00775619999999,37.17063375,127.0088767,37.17153981,0,0,0,0,0,0.0,0.0,99.0,37.17018066,127.00831645,0,0,0,0,0
145,0,127.00775039999999,37.17153513,127.0088709,37.17244119,0,0,0,0,0,0.0,0.0,0.0,37.17108204,127.00831065,0,0,0,0,0
146,0,127.0077445,37.17243652,127.00886509999998,37.17334257,0,0,0,0,0,0.0,0.0,0.0,37.17198343,127.00830475000001,0,0,0,0,0
147,0,127.0077387,37.17333789999999,127.00885919999999,37.17424396,0,0,0,0,0,0.0,0.0,115.03,37.17288481,127.00829895000001,0,0,0,0,0
148,0,127.0077328,37.17423928,127.00885339999999,37.17514534,0,0,0,0,0,0.0,0.0,103.53,37.17378619,127.00829305,0,0,0,0,0
149,0,127.007727,37.17514067,127.0088476,37.17604672,0,0,0,0,0,0.0,0.0,197.06,37.17468758,127.00828725000001,0,0,0,0,0
150,0,127.00772109999998,37.17604205,127.00884170000002,37.17694811,0,0,0,0,0,0.0,0.0,0.0,37.17558896,127.00828134999999,0,0,0,0,0
151,0,127.00771529999999,37.17694343,127.00883590000002,37.17784949,0,0,0,0,0,0.0,0.0,0.0,37.17649034,127.00827555,0,0,0,0,0
152,0,127.00770940000001,37.17784481,127.0088301,37.17875087,0,0,0,0,0,0.0,0.0,0.0,37.17739172,127.00826965000002,0,0,0,0,0
153,0,127.00770359999999,37.178746200000006,127.0088242,37.17965225,0,0,0,0,0,0.0,0.0,0.0,37.17829311000001,127.00826384999999,0,0,0,0,0
154,0,127.0076977,37.17964758,127.00881840000001,37.18055364,0,0,0,0,0,0.0,0.0,0.0,37.17919449,127.00825795,0,0,0,0,0
155,0,127.0076919,37.18054896,127.0088126,37.18145502,0,0,0,0,0,0.0,0.0,0.0,37.18009587,127.00825215,0,0,0,0,0
156,0,127.007686,37.18145034,127.00880670000001,37.1823564,0,0,0,0,0,0.0,0.0,0.0,37.180997250000004,127.00824625000001,0,0,0,0,0
157,0,127.00768020000001,37.18235173,127.00880090000001,37.18325778,0,0,0,0,0,0.0,0.0,0.0,37.18189864,127.00824045000002,0,0,0,0,0
158,0,127.0076743,37.18325311,127.00879499999999,37.18415917,0,0,0,0,0,0.0,0.0,0.0,37.18280002,127.00823455000001,0,0,0,0,0
159,0,127.00766850000001,37.18415449,127.0087892,37.18506055,0,0,0,0,0,0.0,0.0,0.0,37.183701400000004,127.00822875000001,0,0,0,0,0
160,0,127.00766259999999,37.18505587,127.0087834,37.18596193,0,0,0,0,0,0.0,0.0,0.0,37.184602780000006,127.00822285,0,0,0,0,0
161,0,127.00765679999999,37.18595725,127.0087775,37.18686331,0,0,0,0,0,0.0,0.0,0.0,37.18550416000001,127.00821705,0,0,0,0,0
162,0,127.00762749999998,37.19046416,127.00874830000001,37.19137021,0,0,0,0,0,0.0,0.0,0.0,37.19001107,127.00818774999999,0,0,0,0,0
163,0,127.00762160000001,37.19136554,127.00874250000001,37.19227159,0,0,0,0,0,0.0,0.0,0.0,37.19091245,127.00818185000001,0,0,0,0,0
164,0,127.00761580000001,37.19226692,127.00873670000001,37.19317298,0,0,0,0,0,0.0,0.0,0.0,37.19181383,127.00817605000002,0,0,0,0,0
165,0,127.00760990000002,37.193168299999996,127.0087308,37.19407436,0,0,0,0,0,0.0,0.0,0.0,37.19271521,127.00817015000003,0,0,0,0,0
166,0,127.00890009999999,37.16793427,127.0100206,37.16884032,0,0,0,0,0,0.0,0.0,0.0,37.16748118000001,127.00946035,0,0,0,0,0
167,0,127.0088942,37.16883566,127.01001480000001,37.1697417,0,0,0,0,0,0.0,0.0,0.0,37.168382570000006,127.00945445,0,0,0,0,0
168,0,127.0088884,37.16973704,127.01000900000001,37.17064309,0,0,0,0,0,0.0,0.0,0.0,37.16928395000001,127.00944865000001,0,0,0,0,0
169,0,127.00888259999999,37.17063842,127.01000309999999,37.17154447,0,0,0,0,0,0.0,0.0,0.0,37.17018533000001,127.00944285,0,0,0,0,0
170,0,127.0088767,37.17153981,127.0099973,37.17244585,0,0,0,0,0,0.0,0.0,472.84,37.171086720000005,127.00943695000001,0,0,0,0,0
171,0,127.0088709,37.17244119,127.0099915,37.17334724,0,0,0,0,0,0.0,0.0,0.0,37.17198810000001,127.00943115000001,0,0,0,0,0
172,0,127.00886509999998,37.17334257,127.0099857,37.17424862,0,0,0,0,0,0.0,0.0,141.2,37.17288948000001,127.00942534999999,0,0,0,0,0
173,0,127.00885919999999,37.17424396,127.0099798,37.17515,0,0,0,0,0,0.0,0.0,654.68,37.173790870000005,127.00941945,0,0,0,0,0
174,0,127.00885339999999,37.17514534,127.009974,37.17605139,0,0,0,0,0,0.0,0.0,179.82,37.17469225000001,127.00941365,0,0,0,0,0
175,0,127.0088476,37.17604672,127.0099682,37.17695277,0,0,0,0,0,0.0,0.0,0.0,37.17559363000001,127.00940785,0,0,0,0,0
176,0,127.00884170000002,37.17694811,127.0099624,37.17785415,0,0,0,0,0,0.0,0.0,0.0,37.176495020000004,127.00940195000003,0,0,0,0,0
177,0,127.00883590000002,37.17784949,127.00995659999998,37.17875554,0,0,0,0,0,0.0,0.0,0.0,37.177396400000006,127.00939615000003,0,0,0,0,0
178,0,127.0088301,37.17875087,127.0099507,37.17965692,0,0,0,0,0,0.0,0.0,0.0,37.17829778000001,127.00939035,0,0,0,0,0
179,0,127.0088242,37.17965225,127.00994490000001,37.1805583,0,0,0,0,0,0.0,0.0,0.0,37.179199159999996,127.00938445000001,0,0,0,0,0
180,0,127.00881840000001,37.18055364,127.00993909999998,37.18145968,0,0,0,0,0,0.0,0.0,0.0,37.180100550000006,127.00937865000002,0,0,0,0,0
