No,시설구분,시설타입,시설명,시설위치_경도,시설위치_위도,지번주소,행정동
27,어린이집,법인·단체,구세군샛별어린이집,127.0733694,37.16064808,은계동,중앙동
28,어린이집,가정,대림행복한어린이집,127.0356436,37.1949761,양산동,세마동
29,어린이집,가정,더샵다온어린이집,127.0652608,37.19201469,외삼미동,세마동
30,어린이집,민간,동그라미어린이집,127.0713473,37.13778094,원동,대원동
31,어린이집,민간,동산어린이집,127.0330768,37.19460545,양산동,세마동
32,어린이집,가정,두드림어린이집,127.0627214,37.19275351,외삼미동,세마동
33,어린이집,가정,꼬마뜰어린이집,127.0801839,37.15443464,부산동,중앙동
34,어린이집,가정,꼬마에밀어린이집,127.0676178,37.13430596,갈곶동,대원동
35,어린이집,가정,아이야어린이집,127.0678263,37.17482521,내삼미동,신장동
36,어린이집,가정,아이큰숲어린이집,127.0553446,37.17296719,수청동,신장동
37,어린이집,가정,앙팡어린이집,127.0694363,37.1392343,원동,대원동
38,어린이집,가정,어깨동무어린이집,127.0434419,37.17233601,금암동,신장동
39,어린이집,직장,엔젤어린이집,127.0363673,37.16136543,가장동,남촌동
40,어린이집,법인·단체,영락어린이집,127.0686008,37.15748489,궐동,남촌동
41,어린이집,가정,자이사랑어린이집,127.0925795,37.15089929,부산동,중앙동
42,어린이집,가정,자이숲어린이집,127.0886428,37.15002033,부산동,중앙동
43,어린이집,가정,좋은아이어린이집,127.0609121,37.16468597,수청동,신장동
44,어린이집,가정,즐거운어린이집,127.0409514,37.18555005,세교동,세마동
45,어린이집,민간,지움어린이집,127.052994,37.13983147,누읍동,초평동
46,어린이집,민간,취국제1어린이집,127.0804289,37.15493128,부산동,중앙동
47,어린이집,가정,코코가베어린이집,127.0758169,37.15196725,오산동,중앙동
48,어린이집,가정,큰사랑어린이집,127.0762166,37.15499742,오산동,중앙동
49,어린이집,가정,키즈맘어린이집,127.0528718,37.13954256,누읍동,초평동
50,어린이집,민간,키즈청호어린이집,127.0838922,37.13534674,고현동,대원동
51,어린이집,가정,토마토어린이집,127.0484183,37.1462412,가수동,초평동
52,어린이집,가정,푸른하늘어린이집,127.0745116,37.14172251,원동,대원동
53,어린이집,민간,피카소어린이집,127.0553446,37.17296719,수청동,신장동
54,어린이집,가정,하늘땅어린이집,127.0821919,37.13128439,청호동,대원동
55,어린이집,가정,하늘숲어린이집,127.0685502,37.13466091,갈곶동,대원동
56,어린이집,가정,하비어린이집,127.0701153,37.13663168,원동,대원동
57,어린이집,가정,한주창의 어린이집,127.0774362,37.14023662,원동,대원동
58,어린이집,가정,해맑은아이들어린이집,127.0670679,37.13003124,갈곶동,대원동
59,어린이집,가정,해소년어린이집,127.081849,37.13631308,원동,대원동
60,어린이집,가정,영재어린이집,127.0357037,37.19619323,양산동,세마동
61,어린이집,가정,예다솜어린이집,127.039988,37.18649279,세교동,세마동
62,어린이집,가정,예뜰어린이집,127.053662,37.17176199,수청동,신장동
63,어린이집,가정,예쁜아이어린이집,127.0729303,37.13258548,원동,대원동
64,어린이집,가정,예사랑어린이집,127.0647603,37.19284214,외삼미동,세마동
65,어린이집,가정,예크어린이집,127.0394547,37.18525579,세교동,세마동
66,어린이집,가정,우남어린이집,127.0543087,37.1633092,궐동,남촌동
67,어린이집,가정,우미숲속어린이집,127.055967,37.17248277,수청동,신장동
68,어린이집,가정,운암비테에어린이집,127.0750238,37.15080158,오산동,중앙동
69,어린이집,민간,은파어린이집,127.0670862,37.13275358,갈곶동,대원동
70,어린이집,가정,이레몬테소리어린이집,127.0766177,37.1476884,원동,대원동
71,어린이집,민간,자람터어린이집,127.0615612,37.15955934,궐동,남촌동
72,어린이집,국공립,시립시티자이어린이집,127.0926898,37.14922304,부산동,중앙동
73,어린이집,국공립,시립예일어린이집,127.0668137,37.13513232,갈곶동,대원동
74,어린이집,국공립,시립오산숲어린이집,127.0489838,37.17235724,금암동,신장동
75,어린이집,국공립,시립보듬이나눔이어린이집,127.0401225,37.16244373,가장동,남촌동
76,어린이집,국공립,시립운암6단지어린이집,127.0775373,37.1443294,원동,대원동
77,어린이집,국공립,시립자연숲따복어린이집,127.0438607,37.14388008,서동,초평동
78,어린이집,국공립,시립잔다리어린이집,127.0404712,37.18484509,세교동,세마동
79,어린이집,국공립,시립청학행복어린이집,127.0569134,37.15508007,청학동,남촌동
80,어린이집,국공립,시립푸른숲어린이집,127.0767087,37.12731673,갈곶동,대원동
81,어린이집,국공립,시립한아름어린이집,127.027454,37.1675139,지곶동,세마동
82,어린이집,가정,신아어린이집,127.0400923,37.18602446,세교동,세마동
83,어린이집,가정,아기둥지어린이집,127.050084,37.14257879,누읍동,초평동
84,어린이집,가정,아기천사어린이집,127.0924676,37.14865438,부산동,중앙동
85,어린이집,민간,아람어린이집,127.0586308,37.16380312,수청동,신장동
86,어린이집,가정,아이꿈어린이집,127.0479369,37.17791494,금암동,신장동
87,어린이집,가정,아이나무어린이집,127.0669235,37.17511036,내삼미동,신장동
88,어린이집,가정,아이랑어린이집,127.0635321,37.16347874,수청동,신장동
89,어린이집,가정,아이맘어린이집,127.0762079,37.14445085,원동,대원동
90,어린이집,민간,새싹뜰어린이집,127.0735834,37.16264998,은계동,중앙동
91,어린이집,가정,새싹어린이집,127.0797503,37.15342352,부산동,중앙동
92,어린이집,가정,새아람어린이집,127.0584848,37.16373948,수청동,신장동
93,어린이집,가정,색동어린이집,127.0330342,37.19053994,양산동,세마동
94,어린이집,민간,설리반어린이집,127.061039,37.16416362,수청동,신장동
95,어린이집,가정,세교물향기어린이집,127.0480087,37.17721211,금암동,신장동
96,어린이집,가정,세교신도시 꼬마숲어린이집,127.0544742,37.17156674,수청동,신장동
97,어린이집,가정,세마어린이집,127.033747,37.19739343,양산동,세마동
98,어린이집,가정,소담어린이집,127.0470183,37.17517115,금암동,신장동
99,어린이집,가정,소망어린이집,127.0757771,37.14497213,원동,대원동
100,어린이집,민간,수자인봄누리어린이집,127.0873586,37.14182201,원동,대원동
101,어린이집,민간,숲속어린이집,127.0701308,37.13390045,원동,대원동
102,어린이집,국공립,시립가온어린이집,127.0773099,37.15888641,오산동,중앙동
103,어린이집,국공립,시립꽃다리어린이집,127.0464536,37.17918026,금암동,신장동
104,어린이집,국공립,시립나리어린이집,127.0774277,37.15996853,오산동,중앙동
105,어린이집,국공립,시립매홀어린이집,127.0588308,37.17203374,수청동,신장동
106,어린이집,국공립,시립미래클어린이집,127.0708565,37.15093079,오산동,중앙동
107,어린이집,국공립,시립비둘기어린이집,127.072216,37.13347531,원동,대원동
108,어린이집,국공립,시립삼미어린이집,127.0638975,37.17241306,내삼미동,신장동
109,어린이집,국공립,시립세교어린이집,127.0433609,37.1745712,금암동,신장동
110,어린이집,국공립,시립세교자이어린이집,127.0636094,37.17353876,내삼미동,신장동
111,어린이집,국공립,시립세교호반어린이집,127.0669235,37.17511036,내삼미동,신장동
112,어린이집,국공립,시립세마어린이집,127.0449228,37.18460987,세교동,세마동
113,어린이집,국공립,시립시티자이3단지어린이집,127.0923924,37.15217865,부산동,중앙동
114,어린이집,국공립,시립아이행복어린이집,127.0466684,37.18659966,세교동,세마동
115,어린이집,국공립,시립오산세교복지타운어린이집,127.04484,37.17774984,금암동,신장동
116,어린이집,국공립,시립오산어린이집,127.0711483,37.14711887,원동,대원동
117,어린이집,국공립,시립오산자이어린이집,127.0801936,37.13026775,청호동,대원동
118,어린이집,국공립,시립은빛어린이집,127.0420527,37.17667544,금암동,신장동
119,어린이집,국공립,시립은여울어린이집,127.0668684,37.17095466,수청동,신장동
120,어린이집,국공립,시립자이꿈미어린이집,127.0887616,37.14887595,부산동,중앙동
121,어린이집,국공립,시립죽미어린이집,127.0516683,37.17938038,금암동,신장동
122,어린이집,국공립,시립청호어린이집,127.0878466,37.12865402,청호동,대원동
123,어린이집,국공립,시립청호행복어린이집,127.0866085,37.1306779,청호동,대원동
124,어린이집,국공립,시립초록별어린이집,127.0503504,37.14132683,누읍동,초평동
125,어린이집,국공립,시립파크시티어린이집,127.0619778,37.19275076,외삼미동,세마동
126,어린이집,국공립,시립푸르지오어린이집,127.0830542,37.1608448,부산동,중앙동
127,어린이집,국공립,시립한신어린이집,127.0213876,37.19354923,양산동,세마동
128,어린이집,가정,신동아 어린이집,127.0442081,37.14415184,서동,초평동
129,어린이집,가정,아가랑어린이집,127.040299,37.18537625,세교동,세마동
130,어린이집,가정,아기별어린이집,127.0560309,37.16348693,궐동,남촌동
131,어린이집,가정,아띠어린이집,127.0635321,37.16347874,수청동,신장동
132,어린이집,가정,아름다운뜰어린이집,127.0814607,37.15978453,부산동,중앙동
133,어린이집,가정,아이꿈터어린이집,127.0580096,37.17183237,수청동,신장동
134,어린이집,가정,아이누리어린이집,127.0756471,37.14606238,원동,대원동
135,어린이집,민간,아이뜰어린이집,127.0801199,37.13341343,고현동,대원동
136,어린이집,민간,아이마루어린이집,127.0708656,37.13137013,갈곶동,대원동
137,어린이집,민간,아이사랑어린이집,127.0732492,37.13394777,원동,대원동
138,어린이집,가정,아이숲어린이집,127.0713473,37.13778094,원동,대원동
139,어린이집,가정,다솜어린이집,127.0768836,37.14038789,원동,대원동
140,어린이집,가정,다원어린이집,127.0883986,37.14936145,부산동,중앙동
141,어린이집,가정,샛별어린이집,127.0774228,37.138596,원동,대원동
142,어린이집,가정,세교꿈사랑어린이집,127.0443671,37.17208718,금암동,신장동
143,어린이집,민간,세교삐아제어린이집,127.0470183,37.17517115,금암동,신장동
144,어린이집,가정,세교아이사랑어린이집,127.0441937,37.17095074,금암동,신장동
145,어린이집,가정,세빛나어린이집,127.0801377,37.15666998,부산동,중앙동
146,어린이집,민간,소리샘어린이집,127.0765986,37.15315089,오산동,중앙동
147,어린이집,가정,솔빛어린이집,127.0888135,37.14345863,원동,대원동
148,어린이집,가정,숲속나무어린이집,127.0809755,37.15791689,부산동,중앙동
149,어린이집,가정,스마일어린이집,127.0440118,37.17310441,금암동,신장동
150,어린이집,국공립,시립금바위어린이집,127.0469394,37.17140296,금암동,신장동
151,어린이집,국공립,시립남부어린이집,127.0723339,37.13853267,원동,대원동
152,어린이집,국공립,시립세교행복어린이집,127.0592888,37.14747199,가수동,초평동
153,어린이집,국공립,시립수청어린이집,127.054947,37.174218,내삼미동,신장동
154,어린이집,가정,아이원어린이집,127.0679614,37.1313055,갈곶동,대원동
155,어린이집,가정,아이조아어린이집,127.0645676,37.17539018,내삼미동,신장동
156,어린이집,가정,아이좋아어린이집,127.0795089,37.15429703,부산동,중앙동
157,어린이집,민간,아이펀어린이집,127.0494123,37.14002523,누읍동,초평동
158,어린이집,가정,아일린어린이집,127.051552,37.17617994,금암동,신장동
159,어린이집,가정,애기똥풀어린이집,127.0264612,37.16777134,지곶동,세마동
160,어린이집,가정,엄마품어린이집,127.0554246,37.16124015,궐동,남촌동
161,어린이집,가정,엘림어린이집,127.0691328,37.16693361,수청동,신장동
162,어린이집,민간,영재몬테소리어린이집,127.0708722,37.13219044,원동,대원동
163,어린이집,민간,예가어린이집,127.0670265,37.17285721,내삼미동,신장동
164,어린이집,가정,예닮어린이집,127.0543087,37.1633092,궐동,남촌동
165,어린이집,가정,예쁘지요어린이집,127.0735604,37.13265986,원동,대원동
166,어린이집,가정,예쁜토토어린이집,127.0338528,37.19667272,양산동,세마동
167,어린이집,민간,예인나라어린이집,127.0577351,37.1976747,외삼미동,세마동
168,어린이집,가정,예튼발도르프어린이집,127.0798941,37.15796715,부산동,중앙동
169,어린이집,직장,오산경찰서어린이집,127.0822267,37.15363058,부산동,중앙동
170,어린이집,가정,오산빅스맘어린이집,127.077474,37.155696,오산동,중앙동
171,어린이집,가정,오산사임당어린이집,127.0801917,37.13467566,고현동,대원동
172,어린이집,직장,오산시청어린이집,127.0776805,37.15097333,오산동,중앙동
173,어린이집,직장,오산한국병원직장어린이집,127.0705191,37.14088782,원동,대원동
174,어린이집,민간,오스카어린이집,127.0480858,37.14723149,가수동,초평동
175,어린이집,민간,우남꿈터어린이집,127.0543087,37.1633092,궐동,남촌동
176,어린이집,가정,우림어린이집,127.0726054,37.13029472,갈곶동,대원동
177,어린이집,민간,우주어린이집,127.0756053,37.14549434,원동,대원동
178,어린이집,가정,웃는아이어린이집,127.0466606,37.17659401,금암동,신장동
179,어린이집,가정,원동어린이집,127.0741381,37.14007158,원동,대원동
180,어린이집,가정,이든아이어린이집,127.0649599,37.19144569,외삼미동,세마동
181,어린이집,가정,이삭어린이집,127.0809352,37.13052277,청호동,대원동
182,어린이집,민간,자연어린이집,127.0812951,37.14080919,원동,대원동
183,어린이집,가정,자이수피아어린이집,127.0930582,37.14982825,부산동,중앙동
184,어린이집,가정,자이어린이집,127.0901758,37.14975522,부산동,중앙동
185,어린이집,민간,죽미마을어린이집,127.0526361,37.17574235,금암동,신장동
186,어린이집,민간,중앙어린이집,127.0639268,37.15360072,청학동,남촌동
187,어린이집,민간,지구촌어린이집,127.0720734,37.16079664,은계동,중앙동
188,어린이집,가정,천사들의합창어린이집,127.0444714,37.17160082,금암동,신장동
189,어린이집,가정,천사무지개어린이집,127.0711076,37.13437272,원동,대원동
190,어린이집,민간,청원어린이집,127.0723949,37.15370369,오산동,중앙동
191,어린이집,가정,초롱어린이집,127.0792481,37.15462963,부산동,중앙동
192,어린이집,가정,코젤어린이집,127.0501214,37.14196597,누읍동,초평동
193,어린이집,민간,코코꿈마을어린이집,127.0827847,37.1319986,청호동,대원동
194,어린이집,가정,키움어린이집,127.0764218,37.15455646,오산동,중앙동
195,어린이집,가정,키즈솔어린이집,127.0710578,37.13722101,원동,대원동
196,어린이집,가정,태양어린이집,127.0676032,37.17048861,수청동,신장동
197,어린이집,가정,푸른숲어린이집,127.0548128,37.16185982,궐동,남촌동
198,어린이집,가정,피오레어린이집,127.0734665,37.12932429,갈곶동,대원동
199,어린이집,가정,하늘나무어린이집,127.0810173,37.13197434,청호동,대원동
200,어린이집,가정,하늘만큼땅만큼어린이집,127.0743022,37.14694996,원동,대원동
201,어린이집,가정,하늘아이어린이집,127.0484583,37.1773851,금암동,신장동
202,어린이집,가정,하솜어린이집,127.0630786,37.19334074,외삼미동,세마동
203,어린이집,민간,하얀뜰어린이집,127.0715394,37.13167003,갈곶동,대원동
204,어린이집,민간,한라어린이집,127.0507406,37.14198634,누읍동,초평동
205,어린이집,민간,한빛어린이집,127.0756851,37.15338199,오산동,중앙동
206,어린이집,가정,한솔어린이집,127.0681967,37.13546188,갈곶동,대원동
207,어린이집,민간,한솔키즈어린이집,127.0679887,37.13442449,갈곶동,대원동
208,어린이집,가정,해닮어린이집,127.047275,37.14723741,가수동,초평동
209,어린이집,가정,해맑은어린이집,127.0796605,37.15742547,부산동,중앙동
210,어린이집,민간,해에게서소년에게어린이집,127.0705617,37.16123287,은계동,중앙동
211,어린이집,가정,해와달어린이집,127.0692351,37.13102168,갈곶동,대원동
212,어린이집,가정,행복나무어린이집,127.0826597,37.13016828,청호동,대원동
213,어린이집,민간,혜아어린이집,127.0485745,37.1767816,금암동,신장동
214,어린이집,민간,효성자연숲어린이집,127.0302509,37.19605455,양산동,세마동
215,어린이집,가정,희망찬어린이집,127.0717904,37.13308616,원동,대원동
216,어린이집,가정,e-편한어린이집,127.0269994,37.16817011,지곶동,세마동
217,어린이집,민간,경희어린이집,127.051204,37.1454946,가수동,초평동
218,어린이집,가정,고은 몬테소리 어린이집,127.0782176,37.1536254,부산동,중앙동
219,어린이집,가정,고현천사어린이집,127.0804981,37.13424407,고현동,대원동
220,어린이집,가정,대림어린이집,127.0698443,37.14075917,원동,대원동
221,어린이집,가정,대림천사어린이집,127.0258663,37.16744446,지곶동,세마동
222,어린이집,민간,대림햇살어린이집,127.0698825,37.13996607,원동,대원동
223,어린이집,민간,대원어린이집,127.0879293,37.14247302,원동,대원동
224,어린이집,민간,대일어린이집,127.0694539,37.15400854,오산동,중앙동
225,어린이집,민간,도담도담어린이집,127.082032,37.15831724,부산동,중앙동
226,어린이집,민간,동부어린이집,127.0753263,37.16316103,은계동,중앙동
227,어린이집,가정,동심어린이집,127.0698184,37.13737878,원동,대원동
228,어린이집,가정,기린꼬마어린이집,127.0869383,37.14249661,원동,대원동
229,어린이집,가정,기린친구어린이집,127.0709915,37.16091893,은계동,중앙동
230,어린이집,가정,기쁨나라어린이집,127.0801936,37.13026775,청호동,대원동
231,어린이집,가정,꼬마들의정원어린이집,127.0692545,37.16532954,수청동,신장동
232,어린이집,가정,꼬마별어린이집,127.0804162,37.15722083,부산동,중앙동
233,어린이집,가정,꼬마요정어린이집,127.0816094,37.15734223,부산동,중앙동
234,어린이집,가정,꼬망세어린이집,127.058197,37.17254519,수청동,신장동
235,어린이집,가정,꿈꾸는어린이집,127.0708722,37.13219044,원동,대원동
236,어린이집,민간,꿈나무어린이집,127.0768346,37.1512137,오산동,중앙동
237,어린이집,민간,그린어린이집,127.069613,37.14977247,오산동,중앙동
238,어린이집,가정,꿈샘어린이집,127.0894488,37.14257744,원동,대원동
239,어린이집,가정,꿈이노는어린이집,127.0762946,37.14505511,원동,대원동
240,어린이집,민간,늘해랑어린이집,127.0568222,37.1610651,궐동,남촌동
241,어린이집,가정,다빛어린이집,127.070752,37.13553426,원동,대원동
242,어린이집,민간,둥근해어린이집,127.0565058,37.16123518,궐동,남촌동
243,어린이집,가정,딸기어린이집,127.0291847,37.1699636,지곶동,세마동
244,어린이집,가정,또래어린이집,127.0721723,37.13723405,원동,대원동
245,어린이집,사회복지법인,로뎀어린이집,127.0690275,37.15770278,궐동,남촌동
246,어린이집,가정,리틀랜드어린이집,127.0494235,37.14193627,누읍동,초평동
247,어린이집,가정,리틀예지어린이집,127.0772841,37.13923551,원동,대원동
248,어린이집,가정,무지개어린이집,127.078808,37.15478131,부산동,중앙동
249,어린이집,민간,물향기어린이집,127.07566,37.15384162,오산동,중앙동
250,어린이집,민간,베스트어린이집,127.0614187,37.19785966,외삼미동,세마동
251,어린이집,민간,베이비캐슬어린이집,127.0752162,37.16270993,은계동,중앙동
252,어린이집,가정,별수아그림책어린이집,127.0253164,37.16711775,지곶동,세마동
253,어린이집,가정,봄빛아가어린이집,127.0726023,37.1308626,갈곶동,대원동
254,어린이집,가정,사과나무어린이집,127.0768336,37.15543231,오산동,중앙동
255,어린이집,가정,사랑뜰어린이집,127.0796594,37.1311853,청호동,대원동
256,어린이집,가정,사랑해어린이집,127.033112,37.19621008,양산동,세마동
257,어린이집,민간,삼미예꼬어린이집,127.0686131,37.17116835,수청동,신장동
258,유치원,공립,오산원당초등학교병설유치원,127.0908645,37.14194839,원동,대원동
259,유치원,공립,오산초등학교병설유치원,127.0499533,37.14475593,가수동,초평동
260,유치원,공립,운암초등학교병설유치원,127.0761442,37.14364336,원동,대원동
261,유치원,공립,운천초등학교병설유치원,127.0791732,37.15611193,부산동,중앙동
262,유치원,공립,필봉초등학교병설유치원,127.0525529,37.178499,금암동,신장동
263,유치원,사립,그린숲유치원,127.0851996,37.14908875,부산동,중앙동
264,유치원,사립,근혜유치원,127.0718595,37.14767361,원동,대원동
265,유치원,사립,노틀담유치원,127.0567804,37.15342109,청학동,남촌동
266,유치원,사립,동탄자연유치원,127.0602467,37.19702093,외삼미동,세마동
267,유치원,사립,동화마을유치원,127.0763935,37.15694265,오산동,중앙동
268,유치원,사립,별새꽃유치원,127.0731383,37.13064304,갈곶동,대원동
269,유치원,사립,숲속다원유치원,127.0379468,37.15183331,서동,초평동
270,유치원,사립,숲속사랑유치원,127.056694,37.17446953,내삼미동,신장동
271,유치원,사립,신동아유치원,127.0430647,37.14458726,서동,초평동
272,유치원,사립,예인유치원,127.0790261,37.15533713,부산동,중앙동
273,유치원,사립,오르다유치원,127.0797012,37.1438123,원동,대원동
274,유치원,사립,오산대학부설유치원,127.0607557,37.15550063,청학동,남촌동
275,유치원,사립,이림유치원,127.0853086,37.13544681,고현동,대원동
276,유치원,사립,지예뜰유치원,127.0838365,37.13750222,원동,대원동
277,유치원,사립,펀키즈유치원,127.0345848,37.18783095,세교동,세마동
278,유치원,사립,해에게서소년에게유치원,127.0704194,37.16105497,은계동,중앙동
279,유치원,공립,가수초등학교병설유치원,127.0477491,37.14791946,가수동,초평동
280,유치원,공립,광성초등학교병설유치원,127.0400336,37.18380171,세교동,세마동
281,유치원,공립,금암초등학교병설유치원,127.044006,37.17838514,금암동,신장동
282,유치원,공립,매홀초등학교삼미분교장병설유치원,127.060326,37.191193,외삼미동,세마동
283,유치원,공립,성산초등학교병설유치원,127.0664245,37.14969499,오산동,중앙동
284,유치원,공립,성호초등학교병설유치원,127.0709724,37.15003486,오산동,중앙동
285,유치원,공립,세미초등학교병설유치원,127.0646658,37.1739971,내삼미동,신장동
286,유치원,공립,오산고현초등학교병설유치원,127.0855314,37.13336523,고현동,대원동
287,유치원,사립,뿌리유치원,127.0256451,37.19591534,양산동,세마동
288,유치원,사립,오산이화유치원,127.062722,37.16503272,수청동,신장동
289,유치원,공립,대호초등학교병설유치원,127.0576963,37.15899814,궐동,남촌동
290,유치원,공립,양산초등학교병설유치원,127.0321106,37.19688704,양산동,세마동
291,유치원,공립,오산대원초등학교병설유치원,127.0710562,37.13044603,갈곶동,대원동
292,유치원,공립,오산원일초등학교병설유치원,127.0711992,37.13936633,원동,대원동
293,유치원,공립,운산초등학교병설유치원,127.0774136,37.15249986,오산동,중앙동
294,유치원,공립,원동초등학교병설유치원,127.0696986,37.1351683,원동,대원동
295,유치원,공립,화성초등학교병설유치원,127.0688576,37.16461498,수청동,신장동
296,유치원,사립,노블킨더유치원,127.060528,37.19657928,외삼미동,세마동
297,유치원,사립,동탄숲유치원,127.0573325,37.18544394,내삼미동,신장동
298,유치원,사립,물향기유치원,127.0547807,37.17574987,내삼미동,신장동
299,유치원,사립,오산유치원,127.0694773,37.15230635,오산동,중앙동
300,유치원,사립,정원유치원,127.0583688,37.17041407,수청동,신장동
301,유치원,사립,창의나라유치원,127.0494744,37.17136399,금암동,신장동
302,유치원,사립,하늘꿈의유치원,127.0648643,37.19652303,외삼미동,세마동
303,유치원,공립,매홀초등학교병설유치원,127.0635868,37.16236518,수청동,신장동
304,유치원,공립,문시초등학교병설유치원,127.0458616,37.17414057,금암동,신장동
305,유치원,공립,세교유치원,127.0443318,37.17705148,금암동,신장동
306,유치원,공립,수청초등학교병설유치원,127.0556667,37.17066759,수청동,신장동
307,유치원,공립,오산다온유치원,127.090752,37.1516978,부산동,중앙동
