시군명,구/읍면동명,업종구분명,시설명,대표자명,교습과정명,전화번호,소재지우편번호,행정동,소재지지번주소,소재지도로명주소,WGS84위도,WGS84경도
오산시,가수동,학교교과교습학원,FNC이레학원,전영철,수학(고등),070-7760-0920,18125,초평동,"경기도 오산시 가수동 27-9번지 , 1,2층","경기도 오산시 가수로 70, 1,2층 (가수동)",37.14755968,127.0460267
오산시,가수동,학교교과교습학원,유빌라테음악학원,이선희,피아노(체르니40이상),031-372-6483,18125,초평동,경기도 오산시 가수동 398-1번지 늘푸른오스카빌 상가동 204~206호,"경기도 오산시 가수로 31, 상가동 204~206호 (가수동, 늘푸른오스카빌)",37.1462791,127.0489187
오산시,갈곶동,학교교과교습학원,비상잉글리시아이이룸학원,홍영두,영어초등3,031-374-0972,18147,대원동,경기도 오산시 갈곶동 659-2번지 302동~304동,"경기도 오산시 오산로 93, 302동~304동 (갈곶동)",37.13511489,127.0685281
오산시,갈곶동,학교교과교습학원,눈높이러닝센터삼환학원,(주)대교,"독서(1)1,2,3,4,5",031-375-9090,18147,대원동,경기도 오산시 갈곶동 675번지 리치타워 201호~202호,"경기도 오산시 오산로 79, 리치타워 201호~202호 (갈곶동)",37.13392538,127.0687522
오산시,갈곶동,교습소,윤선생영어우리집앞오산대원교습소,김정주,보습,031-377-3047,18146,대원동,경기도 오산시 갈곶동 270-10번지 통문장영어 1층 102호,경기도 오산시 오산로50번길 31,37.13139209,127.0711358
오산시,갈곶동,교습소,오산홍익아트미술교습소,조은주,미술,031-372-1017,18147,대원동,경기도 오산시 갈곶동 713번지 오산케이씨씨스위첸 201호,경기도 오산시 오산로 47,37.13206113,127.0670738
오산시,갈곶동,학교교과교습학원,피아노스토리학원,김경미,피아노 단계+1,031-374-5676,18146,대원동,경기도 오산시 갈곶동 220-14번지 동부아파트 상가 206호,경기도 오산시 경기대로25번길 14 동부아파트 상가 206호 (갈곶동),37.12923093,127.0687256
오산시,갈곶동,학교교과교습학원,대원벨칸토음악학원,류청화,피아노고급,031-375-9233,18146,대원동,경기도 오산시 갈곶동 270-10번지 통문장영어 1층,"경기도 오산시 오산로50번길 31, 1층 (갈곶동,통문장영어)",37.13139209,127.0711358
오산시,갈곶동,학교교과교습학원,비상잉글리시아이이룸학원,홍영두,수학초등4,031-374-0972,18147,대원동,경기도 오산시 갈곶동 659-2번지 302동~304동,"경기도 오산시 오산로 93, 302동~304동 (갈곶동)",37.13511489,127.0685281
오산시,갈곶동,교습소,글샘언어논술교습소,이미형,보습,070-4024-0635,18146,대원동,경기도 오산시 갈곶동 270-10번지 통문장영어 1층,경기도 오산시 오산로50번길 31,37.13139209,127.0711358
오산시,갈곶동,교습소,키즈음악교습소,신지가,음악,,18151,대원동,경기도 오산시 갈곶동 349번지 102호,경기도 오산시 동부대로 306-17,37.12991808,127.0797771
오산시,갈곶동,학교교과교습학원,비엔나음악학원,최화숙,피아노초급(바이엘),031-375-8555,18145,대원동,경기도 오산시 갈곶동 251번지 우림아파트 상가 301호,경기도 오산시 경기대로 74  우림아파트 상가 301호 (갈곶동),37.13064304,127.0731383
오산시,갈곶동,학교교과교습학원,비상잉글리시아이이룸학원,홍영두,종합초등1,031-374-0972,18147,대원동,경기도 오산시 갈곶동 659-2번지 302동~304동,"경기도 오산시 오산로 93, 302동~304동 (갈곶동)",37.13511489,127.0685281
오산시,갈곶동,학교교과교습학원,비상잉글리시아이이룸학원,홍영두,영어초등2,031-374-0972,18147,대원동,경기도 오산시 갈곶동 659-2번지 302동~304동,"경기도 오산시 오산로 93, 302동~304동 (갈곶동)",37.13511489,127.0685281
오산시,갈곶동,학교교과교습학원,눈높이러닝센터삼환학원,(주)대교,"와락국어1,2,3,4,5",031-375-9090,18147,대원동,경기도 오산시 갈곶동 675번지 리치타워 201호~202호,"경기도 오산시 오산로 79, 리치타워 201호~202호 (갈곶동)",37.13392538,127.0687522
오산시,갈곶동,학교교과교습학원,이엠에이학원,유재석,"종합(국,영,수,사,과)",031-373-4592,18146,대원동,경기도 오산시 갈곶동 270-25번지 1층2층,경기도 오산시 오산로62번길 15-8 1층2층 (갈곶동),37.1314733,127.070922
오산시,갈곶동,학교교과교습학원,피아노스토리학원,김경미,피아노,031-374-5676,18146,대원동,경기도 오산시 갈곶동 220-14번지 동부아파트 상가 206호,경기도 오산시 경기대로25번길 14 동부아파트 상가 206호 (갈곶동),37.12923093,127.0687256
오산시,갈곶동,학교교과교습학원,티앤씨단과학원,손한종,영어(초중등),,18145,대원동,"경기도 오산시 갈곶동 276번지 303,304호","경기도 오산시 경기대로 78-12, 303,304호 (갈곶동)",37.13128286,127.0730263
오산시,갈곶동,학교교과교습학원,미예뜰미술학원,장미숙,미술,031-377-5230,18145,대원동,경기도 오산시 갈곶동 251번지 우림아파트 상가동 (204호),"경기도 오산시 경기대로 74, 상가동 (204호) (갈곶동,우림아파트)",37.13064304,127.0731383
오산시,갈곶동,학교교과교습학원,비엔나음악학원,최화숙,피아노(체르니30),031-375-8555,18145,대원동,경기도 오산시 갈곶동 251번지 우림아파트 상가 301호,경기도 오산시 경기대로 74  우림아파트 상가 301호 (갈곶동),37.13064304,127.0731383
오산시,갈곶동,학교교과교습학원,티앤씨단과학원,손한종,수학(초중등),,18145,대원동,"경기도 오산시 갈곶동 276번지 303,304호","경기도 오산시 경기대로 78-12, 303,304호 (갈곶동)",37.13128286,127.0730263
오산시,갈곶동,학교교과교습학원,오렌지음악학원,백현석,피아노초급,,18147,대원동,경기도 오산시 갈곶동 675번지 리치타워 401호,"경기도 오산시 오산로 79, 리치타워 401호 (갈곶동)",37.13392538,127.0687522
오산시,갈곶동,학교교과교습학원,눈높이러닝센터삼환학원,(주)대교,"스쿨국어(2)1,2,3,4,5",031-375-9090,18147,대원동,경기도 오산시 갈곶동 675번지 리치타워 201호~202호,"경기도 오산시 오산로 79, 리치타워 201호~202호 (갈곶동)",37.13392538,127.0687522
오산시,갈곶동,학교교과교습학원,티칭코칭학원,신은진,수학+전과목종합반,,18147,대원동,경기도 오산시 갈곶동 675번지 403호,"경기도 오산시 오산로 79, 403호 (갈곶동)",37.13392538,127.0687522
오산시,갈곶동,학교교과교습학원,티칭코칭학원,신은진,수학단과반,,18147,대원동,경기도 오산시 갈곶동 675번지 403호,"경기도 오산시 오산로 79, 403호 (갈곶동)",37.13392538,127.0687522
오산시,갈곶동,학교교과교습학원,비상잉글리시아이이룸학원,홍영두,중등수학2,031-374-0972,18147,대원동,경기도 오산시 갈곶동 659-2번지 302동~304동,"경기도 오산시 오산로 93, 302동~304동 (갈곶동)",37.13511489,127.0685281
오산시,갈곶동,학교교과교습학원,눈높이러닝센터삼환학원,(주)대교,"스쿨수학(p)1,2,3,4,5",031-375-9090,18147,대원동,경기도 오산시 갈곶동 675번지 리치타워 201호~202호,"경기도 오산시 오산로 79, 리치타워 201호~202호 (갈곶동)",37.13392538,127.0687522
오산시,갈곶동,학교교과교습학원,튼튼영어마스터클럽원동학원,박세진,수학초등 심화반,031-378-0512,18147,대원동,경기도 오산시 갈곶동 667번지 태임빌딩 3층,"경기도 오산시 오산로 91-12, 태임빌딩 3층 (갈곶동)",37.13550225,127.0686973
오산시,갈곶동,학교교과교습학원,피아노스토리학원,김경미,피아노 단계+2,031-374-5676,18146,대원동,경기도 오산시 갈곶동 220-14번지 동부아파트 상가 206호,경기도 오산시 경기대로25번길 14 동부아파트 상가 206호 (갈곶동),37.12923093,127.0687256
오산시,갈곶동,학교교과교습학원,로제타스톤어학원,이종헌,영어(중등),,18146,대원동,경기도 오산시 갈곶동 259번지 신웅빌딩 2층 일부,"경기도 오산시 경기대로 53, 신웅빌딩 2층 일부 (갈곶동)",37.12969806,127.0712243
오산시,갈곶동,학교교과교습학원,장음악학원,이경화,피아노고급,031-372-5550,18146,대원동,경기도 오산시 갈곶동 270번지 1층 장음악학원,"경기도 오산시 오산로50번길 29, 1층 (갈곶동,장음악학원)",37.13133813,127.0709444
오산시,갈곶동,학교교과교습학원,티앤씨단과학원,손한종,수학(고등),,18145,대원동,"경기도 오산시 갈곶동 276번지 303,304호","경기도 오산시 경기대로 78-12, 303,304호 (갈곶동)",37.13128286,127.0730263
오산시,갈곶동,학교교과교습학원,튼튼영어마스터클럽원동학원,박세진,영어고급심화반,031-378-0512,18147,대원동,경기도 오산시 갈곶동 667번지 태임빌딩 3층,"경기도 오산시 오산로 91-12, 태임빌딩 3층 (갈곶동)",37.13550225,127.0686973
오산시,갈곶동,학교교과교습학원,튼튼영어마스터클럽원동학원,박세진,수학초등 기초반,031-378-0512,18147,대원동,경기도 오산시 갈곶동 667번지 태임빌딩 3층,"경기도 오산시 오산로 91-12, 태임빌딩 3층 (갈곶동)",37.13550225,127.0686973
오산시,갈곶동,학교교과교습학원,눈높이러닝센터삼환학원,(주)대교,"놀이똑똑1,2,3,4,5",031-375-9090,18147,대원동,경기도 오산시 갈곶동 675번지 리치타워 201호~202호,"경기도 오산시 오산로 79, 리치타워 201호~202호 (갈곶동)",37.13392538,127.0687522
오산시,갈곶동,학교교과교습학원,눈높이러닝센터삼환학원,(주)대교,"수학똑똑1,2,3,4,5",031-375-9090,18147,대원동,경기도 오산시 갈곶동 675번지 리치타워 201호~202호,"경기도 오산시 오산로 79, 리치타워 201호~202호 (갈곶동)",37.13392538,127.0687522
오산시,갈곶동,학교교과교습학원,눈높이러닝센터삼환학원,(주)대교,"와락수학1,2,3,4,5",031-375-9090,18147,대원동,경기도 오산시 갈곶동 675번지 리치타워 201호~202호,"경기도 오산시 오산로 79, 리치타워 201호~202호 (갈곶동)",37.13392538,127.0687522
오산시,갈곶동,학교교과교습학원,눈높이러닝센터삼환학원,(주)대교,"와락영어1,2,3,4,5",031-375-9090,18147,대원동,경기도 오산시 갈곶동 675번지 리치타워 201호~202호,"경기도 오산시 오산로 79, 리치타워 201호~202호 (갈곶동)",37.13392538,127.0687522
오산시,갈곶동,학교교과교습학원,오렌지음악학원,백현석,성악(입시),,18147,대원동,경기도 오산시 갈곶동 675번지 리치타워 401호,"경기도 오산시 오산로 79, 리치타워 401호 (갈곶동)",37.13392538,127.0687522
오산시,갈곶동,학교교과교습학원,비상잉글리시아이이룸학원,홍영두,종합초등2,031-374-0972,18147,대원동,경기도 오산시 갈곶동 659-2번지 302동~304동,"경기도 오산시 오산로 93, 302동~304동 (갈곶동)",37.13511489,127.0685281
오산시,갈곶동,학교교과교습학원,비상잉글리시아이이룸학원,홍영두,중등종합1,031-374-0972,18147,대원동,경기도 오산시 갈곶동 659-2번지 302동~304동,"경기도 오산시 오산로 93, 302동~304동 (갈곶동)",37.13511489,127.0685281
오산시,갈곶동,학교교과교습학원,오렌지음악학원,백현석,기타,,18147,대원동,경기도 오산시 갈곶동 675번지 리치타워 401호,"경기도 오산시 오산로 79, 리치타워 401호 (갈곶동)",37.13392538,127.0687522
오산시,갈곶동,학교교과교습학원,대원벨칸토음악학원,류청화,피아노초급,031-375-9233,18146,대원동,경기도 오산시 갈곶동 270-10번지 통문장영어 1층,"경기도 오산시 오산로50번길 31, 1층 (갈곶동,통문장영어)",37.13139209,127.0711358
오산시,갈곶동,학교교과교습학원,대원벨칸토음악학원,류청화,플룻,031-375-9233,18146,대원동,경기도 오산시 갈곶동 270-10번지 통문장영어 1층,"경기도 오산시 오산로50번길 31, 1층 (갈곶동,통문장영어)",37.13139209,127.0711358
오산시,갈곶동,학교교과교습학원,튼튼영어마스터클럽원동학원,박세진,수학중등 기초반,031-378-0512,18147,대원동,경기도 오산시 갈곶동 667번지 태임빌딩 3층,"경기도 오산시 오산로 91-12, 태임빌딩 3층 (갈곶동)",37.13550225,127.0686973
오산시,갈곶동,학교교과교습학원,눈높이러닝센터삼환학원,(주)대교,"한자(P)1,2,3,4,5",031-375-9090,18147,대원동,경기도 오산시 갈곶동 675번지 리치타워 201호~202호,"경기도 오산시 오산로 79, 리치타워 201호~202호 (갈곶동)",37.13392538,127.0687522
오산시,갈곶동,학교교과교습학원,갈곶동부셀파우등생학원,이남경,중등수학,,18146,대원동,경기도 오산시 갈곶동 220-14번지 동부아파트 상가동 201호,"경기도 오산시 경기대로25번길 14, 동부A상가동 201호 (갈곶동, 동부아파트)",37.12923093,127.0687256
오산시,갈곶동,학교교과교습학원,비상잉글리시아이이룸학원,홍영두,중등영어2,031-374-0972,18147,대원동,경기도 오산시 갈곶동 659-2번지 302동~304동,"경기도 오산시 오산로 93, 302동~304동 (갈곶동)",37.13511489,127.0685281
오산시,갈곶동,학교교과교습학원,눈높이러닝센터삼환학원,(주)대교,"영역국어1,2,3,4,5",031-375-9090,18147,대원동,경기도 오산시 갈곶동 675번지 리치타워 201호~202호,"경기도 오산시 오산로 79, 리치타워 201호~202호 (갈곶동)",37.13392538,127.0687522
오산시,갈곶동,학교교과교습학원,눈높이러닝센터삼환학원,(주)대교,"와락수학(P)1,2,3,4,5",031-375-9090,18147,대원동,경기도 오산시 갈곶동 675번지 리치타워 201호~202호,"경기도 오산시 오산로 79, 리치타워 201호~202호 (갈곶동)",37.13392538,127.0687522
오산시,갈곶동,학교교과교습학원,눈높이러닝센터삼환학원,(주)대교,"수학1,2,3,4,5",031-375-9090,18147,대원동,경기도 오산시 갈곶동 675번지 리치타워 201호~202호,"경기도 오산시 오산로 79, 리치타워 201호~202호 (갈곶동)",37.13392538,127.0687522
오산시,갈곶동,학교교과교습학원,비상잉글리시아이이룸학원,홍영두,영어초등1,031-374-0972,18147,대원동,경기도 오산시 갈곶동 659-2번지 302동~304동,"경기도 오산시 오산로 93, 302동~304동 (갈곶동)",37.13511489,127.0685281
오산시,갈곶동,학교교과교습학원,비상잉글리시아이이룸학원,홍영두,수학초등1,031-374-0972,18147,대원동,경기도 오산시 갈곶동 659-2번지 302동~304동,"경기도 오산시 오산로 93, 302동~304동 (갈곶동)",37.13511489,127.0685281
오산시,갈곶동,학교교과교습학원,더스터디갈곶독서실,박준철,독서실1개월,031-376-2145,18147,대원동,경기도 오산시 갈곶동 675번지 리치타워 302호,"경기도 오산시 오산로 79, 리치타워302호 (갈곶동)",37.13392538,127.0687522
오산시,갈곶동,학교교과교습학원,눈높이러닝센터삼환학원,(주)대교,"수학v1,2,3,4,5",031-375-9090,18147,대원동,경기도 오산시 갈곶동 675번지 리치타워 201호~202호,"경기도 오산시 오산로 79, 리치타워 201호~202호 (갈곶동)",37.13392538,127.0687522
오산시,갈곶동,학교교과교습학원,눈높이러닝센터삼환학원,(주)대교,"사회1,2,3,4,5",031-375-9090,18147,대원동,경기도 오산시 갈곶동 675번지 리치타워 201호~202호,"경기도 오산시 오산로 79, 리치타워 201호~202호 (갈곶동)",37.13392538,127.0687522
오산시,갈곶동,학교교과교습학원,호그와트영어학원,장서연,언어중등,031-375-0545,18146,대원동,경기도 오산시 갈곶동 220-14번지 동부아파트 2차상가 (105호.106호.107호.108호),경기도 오산시 경기대로25번길 14 동부아파트 2차상가 (105호.106호.107호.108호) (갈곶동),37.12923093,127.0687256
오산시,갈곶동,학교교과교습학원,눈높이러닝센터삼환학원,(주)대교,"해피톡(2)1,2,3,4,5",031-375-9090,18147,대원동,경기도 오산시 갈곶동 675번지 리치타워 201호~202호,"경기도 오산시 오산로 79, 리치타워 201호~202호 (갈곶동)",37.13392538,127.0687522
오산시,갈곶동,학교교과교습학원,눈높이러닝센터삼환학원,(주)대교,"한자똑똑1,2,3,4,5",031-375-9090,18147,대원동,경기도 오산시 갈곶동 675번지 리치타워 201호~202호,"경기도 오산시 오산로 79, 리치타워 201호~202호 (갈곶동)",37.13392538,127.0687522
오산시,갈곶동,학교교과교습학원,눈높이러닝센터삼환학원,(주)대교,"중등역사1,2,3,4,5",031-375-9090,18147,대원동,경기도 오산시 갈곶동 675번지 리치타워 201호~202호,"경기도 오산시 오산로 79, 리치타워 201호~202호 (갈곶동)",37.13392538,127.0687522
오산시,갈곶동,학교교과교습학원,눈높이러닝센터삼환학원,(주)대교,"와락국어(P)1,2,3,4,5",031-375-9090,18147,대원동,경기도 오산시 갈곶동 675번지 리치타워 201호~202호,"경기도 오산시 오산로 79, 리치타워 201호~202호 (갈곶동)",37.13392538,127.0687522
오산시,갈곶동,학교교과교습학원,장음악학원,이경화,피아노중급(상),031-372-5550,18146,대원동,경기도 오산시 갈곶동 270번지 1층 장음악학원,"경기도 오산시 오산로50번길 29, 1층 (갈곶동,장음악학원)",37.13133813,127.0709444
오산시,갈곶동,학교교과교습학원,눈높이러닝센터삼환학원,(주)대교,"와락사회1,2,3,4,5",031-375-9090,18147,대원동,경기도 오산시 갈곶동 675번지 리치타워 201호~202호,"경기도 오산시 오산로 79, 리치타워 201호~202호 (갈곶동)",37.13392538,127.0687522
오산시,갈곶동,학교교과교습학원,벨로체피아노학원,한소희,피아노 중급,070-7572-2731,18147,대원동,경기도 오산시 갈곶동 713번지 오산케이씨씨스위첸 상가동 201호 일부,"경기도 오산시 오산로 47, 오산케이씨씨스위첸 상가동 201호 일부 (갈곶동,오산케이씨씨스위첸)",37.13206113,127.0670738
오산시,갈곶동,학교교과교습학원,장음악학원,이경화,바이올린,031-372-5550,18146,대원동,경기도 오산시 갈곶동 270번지 1층 장음악학원,"경기도 오산시 오산로50번길 29, 1층 (갈곶동,장음악학원)",37.13133813,127.0709444
오산시,갈곶동,학교교과교습학원,오렌지음악학원,백현석,피아노중급,,18147,대원동,경기도 오산시 갈곶동 675번지 리치타워 401호,"경기도 오산시 오산로 79, 리치타워 401호 (갈곶동)",37.13392538,127.0687522
오산시,갈곶동,학교교과교습학원,오렌지음악학원,백현석,피아노고급2,,18147,대원동,경기도 오산시 갈곶동 675번지 리치타워 401호,"경기도 오산시 오산로 79, 리치타워 401호 (갈곶동)",37.13392538,127.0687522
오산시,갈곶동,학교교과교습학원,비상잉글리시아이이룸학원,홍영두,중등영어1,031-374-0972,18147,대원동,경기도 오산시 갈곶동 659-2번지 302동~304동,"경기도 오산시 오산로 93, 302동~304동 (갈곶동)",37.13511489,127.0685281
오산시,갈곶동,학교교과교습학원,장음악학원,이경화,피아노초급,031-372-5550,18146,대원동,경기도 오산시 갈곶동 270번지 1층 장음악학원,"경기도 오산시 오산로50번길 29, 1층 (갈곶동,장음악학원)",37.13133813,127.0709444
오산시,갈곶동,학교교과교습학원,티앤씨단과학원,손한종,영어(고등),,18145,대원동,"경기도 오산시 갈곶동 276번지 303,304호","경기도 오산시 경기대로 78-12, 303,304호 (갈곶동)",37.13128286,127.0730263
오산시,갈곶동,학교교과교습학원,비상잉글리시아이이룸학원,홍영두,영어초등4,031-374-0972,18147,대원동,경기도 오산시 갈곶동 659-2번지 302동~304동,"경기도 오산시 오산로 93, 302동~304동 (갈곶동)",37.13511489,127.0685281
오산시,갈곶동,학교교과교습학원,눈높이러닝센터삼환학원,(주)대교,"한국사1,2,3,4,5",031-375-9090,18147,대원동,경기도 오산시 갈곶동 675번지 리치타워 201호~202호,"경기도 오산시 오산로 79, 리치타워 201호~202호 (갈곶동)",37.13392538,127.0687522
오산시,갈곶동,학교교과교습학원,눈높이러닝센터삼환학원,(주)대교,"똑똑(P)1,2,3,4,5",031-375-9090,18147,대원동,경기도 오산시 갈곶동 675번지 리치타워 201호~202호,"경기도 오산시 오산로 79, 리치타워 201호~202호 (갈곶동)",37.13392538,127.0687522
오산시,갈곶동,학교교과교습학원,이엠에이학원,유재석,수학,031-373-4592,18146,대원동,경기도 오산시 갈곶동 270-25번지 1층2층,경기도 오산시 오산로62번길 15-8 1층2층 (갈곶동),37.1314733,127.070922
오산시,갈곶동,학교교과교습학원,장음악학원,이경화,기타,031-372-5550,18146,대원동,경기도 오산시 갈곶동 270번지 1층 장음악학원,"경기도 오산시 오산로50번길 29, 1층 (갈곶동,장음악학원)",37.13133813,127.0709444
오산시,갈곶동,학교교과교습학원,로제타스톤어학원,이종헌,전과목(초등),,18146,대원동,경기도 오산시 갈곶동 259번지 신웅빌딩 2층 일부,"경기도 오산시 경기대로 53, 신웅빌딩 2층 일부 (갈곶동)",37.12969806,127.0712243
오산시,갈곶동,학교교과교습학원,비엔나음악학원,최화숙,피아노(체르니100),031-375-8555,18145,대원동,경기도 오산시 갈곶동 251번지 우림아파트 상가 301호,경기도 오산시 경기대로 74  우림아파트 상가 301호 (갈곶동),37.13064304,127.0731383
오산시,갈곶동,학교교과교습학원,튼튼영어마스터클럽원동학원,박세진,영어중등반,031-378-0512,18147,대원동,경기도 오산시 갈곶동 667번지 태임빌딩 3층,"경기도 오산시 오산로 91-12, 태임빌딩 3층 (갈곶동)",37.13550225,127.0686973
오산시,갈곶동,학교교과교습학원,눈높이러닝센터삼환학원,(주)대교,"써밋초등1,2",031-375-9090,18147,대원동,경기도 오산시 갈곶동 675번지 리치타워 201호~202호,"경기도 오산시 오산로 79, 리치타워 201호~202호 (갈곶동)",37.13392538,127.0687522
오산시,갈곶동,학교교과교습학원,티칭코칭학원,신은진,수학+논술,,18147,대원동,경기도 오산시 갈곶동 675번지 403호,"경기도 오산시 오산로 79, 403호 (갈곶동)",37.13392538,127.0687522
오산시,갈곶동,학교교과교습학원,티앤씨단과학원,손한종,국어(고등),,18145,대원동,"경기도 오산시 갈곶동 276번지 303,304호","경기도 오산시 경기대로 78-12, 303,304호 (갈곶동)",37.13128286,127.0730263
오산시,갈곶동,학교교과교습학원,오렌지음악학원,백현석,첼로,,18147,대원동,경기도 오산시 갈곶동 675번지 리치타워 401호,"경기도 오산시 오산로 79, 리치타워 401호 (갈곶동)",37.13392538,127.0687522
오산시,갈곶동,학교교과교습학원,로제타스톤어학원,이종헌,영어(초등),,18146,대원동,경기도 오산시 갈곶동 259번지 신웅빌딩 2층 일부,"경기도 오산시 경기대로 53, 신웅빌딩 2층 일부 (갈곶동)",37.12969806,127.0712243
오산시,갈곶동,학교교과교습학원,눈높이러닝센터삼환학원,(주)대교,"해피톡(p)1,2,3,4,5",031-375-9090,18147,대원동,경기도 오산시 갈곶동 675번지 리치타워 201호~202호,"경기도 오산시 오산로 79, 리치타워 201호~202호 (갈곶동)",37.13392538,127.0687522
오산시,갈곶동,학교교과교습학원,눈높이러닝센터삼환학원,(주)대교,"와락영어(P)11,2,3,4,5",031-375-9090,18147,대원동,경기도 오산시 갈곶동 675번지 리치타워 201호~202호,"경기도 오산시 오산로 79, 리치타워 201호~202호 (갈곶동)",37.13392538,127.0687522
오산시,갈곶동,학교교과교습학원,호그와트영어학원,장서연,언어초등,031-375-0545,18146,대원동,경기도 오산시 갈곶동 220-14번지 동부아파트 2차상가 (105호.106호.107호.108호),경기도 오산시 경기대로25번길 14 동부아파트 2차상가 (105호.106호.107호.108호) (갈곶동),37.12923093,127.0687256
오산시,갈곶동,학교교과교습학원,대원벨칸토음악학원,류청화,바이올린,031-375-9233,18146,대원동,경기도 오산시 갈곶동 270-10번지 통문장영어 1층,"경기도 오산시 오산로50번길 31, 1층 (갈곶동,통문장영어)",37.13139209,127.0711358
오산시,갈곶동,학교교과교습학원,눈높이러닝센터삼환학원,(주)대교,"문법1,2,3,4,5",031-375-9090,18147,대원동,경기도 오산시 갈곶동 675번지 리치타워 201호~202호,"경기도 오산시 오산로 79, 리치타워 201호~202호 (갈곶동)",37.13392538,127.0687522
오산시,갈곶동,학교교과교습학원,눈높이러닝센터삼환학원,(주)대교,"사회(P)1,2,3,4,5",031-375-9090,18147,대원동,경기도 오산시 갈곶동 675번지 리치타워 201호~202호,"경기도 오산시 오산로 79, 리치타워 201호~202호 (갈곶동)",37.13392538,127.0687522
오산시,갈곶동,학교교과교습학원,눈높이러닝센터삼환학원,(주)대교,"일본어(P)1,2,3,4,5",031-375-9090,18147,대원동,경기도 오산시 갈곶동 675번지 리치타워 201호~202호,"경기도 오산시 오산로 79, 리치타워 201호~202호 (갈곶동)",37.13392538,127.0687522
오산시,갈곶동,학교교과교습학원,렌토피아노교육학원,공경아,체르니30,031-374-3479,18147,대원동,경기도 오산시 갈곶동 659-2번지,경기도 오산시 오산로 93 (),37.13511489,127.0685281
오산시,갈곶동,학교교과교습학원,비상잉글리시아이이룸학원,홍영두,중등종합2,031-374-0972,18147,대원동,경기도 오산시 갈곶동 659-2번지 302동~304동,"경기도 오산시 오산로 93, 302동~304동 (갈곶동)",37.13511489,127.0685281
오산시,갈곶동,학교교과교습학원,튼튼영어마스터클럽원동학원,박세진,영어중등심화반,031-378-0512,18147,대원동,경기도 오산시 갈곶동 667번지 태임빌딩 3층,"경기도 오산시 오산로 91-12, 태임빌딩 3층 (갈곶동)",37.13550225,127.0686973
