,lat1,lat2,long1,long2,val
45,127.0009802,127.0021007,37.17330963,37.17421575,0
46,127.0009742,127.0020947,37.17421101,37.17511713,
47,127.0009683,127.0020888,37.1751124,37.17601852,
48,127.0009624,127.0020829,37.17601378,37.1769199,
49,127.0009564,127.002077,37.17691516,37.17782128,
50,127.0009505,127.0020711,37.17781654,37.17872266,
51,127.0021302,127.0032507,37.16970884,37.17061495,
52,127.0021243,127.0032448,37.17061022,37.17151633,
53,127.0021184,127.0032389,37.1715116,37.17241771,
54,127.0021125,127.003233,37.17241299,37.1733191,
55,127.0021066,127.0032271,37.17331437,37.17422048,
56,127.0021007,127.0032212,37.17421575,37.17512186,
57,127.0020947,127.0032153,37.17511713,37.17602324,
58,127.0020888,127.0032094,37.17601852,37.17692463,
59,127.0020829,127.0032035,37.1769199,37.17782601,0
60,127.002077,127.0031976,37.17782128,37.17872739,
61,127.0020711,127.0031917,37.17872266,37.17962877,
62,127.0020533,127.003174,37.18142681,37.18233292,
63,127.0020474,127.0031681,37.18232819,37.1832343,
64,127.0032566,127.0043771,37.16971357,37.17061967,
65,127.0032507,127.0043712,37.17061495,37.17152105,
66,127.0032448,127.0043653,37.17151633,37.17242243,
67,127.0032389,127.0043594,37.17241771,37.17332381,
68,127.003233,127.0043535,37.1733191,37.1742252,
69,127.0032271,127.0043476,37.17422048,37.17512658,
70,127.0032212,127.0043417,37.17512186,37.17602796,
71,127.0032153,127.0043358,37.17602324,37.17692934,
72,127.0032094,127.00433,37.17692463,37.17783073,
73,127.0032035,127.0043241,37.17782601,37.17873211,
74,127.0031976,127.0043182,37.17872739,37.17963349,
75,127.0031917,127.0043123,37.17962877,37.18053487,
76,127.0031799,127.0043005,37.18143153,37.18233763,
77,127.003174,127.0042946,37.18233292,37.18323902,
78,127.0031681,127.0042887,37.1832343,37.1841404,
79,127.0031622,127.0042828,37.18413568,37.18504178,
80,127.0043888,127.0055093,37.1688169,37.16972299,
81,127.004383,127.0055034,37.16971828,37.17062437,
82,127.0043771,127.0054976,37.17061967,37.17152575,
83,127.0043712,127.0054917,37.17152105,37.17242714,
84,127.0043653,127.0054858,37.17242243,37.17332852,
85,127.0043594,127.0054799,37.17332381,37.1742299,
86,127.0043535,127.0054741,37.1742252,37.17513129,
87,127.0043476,127.0054682,37.17512658,37.17603267,
88,127.0043417,127.0054623,37.17602796,37.17693405,
89,127.0043358,127.0054564,37.17692934,37.17783543,
90,127.00433,127.0054506,37.17783073,37.17873682,
91,127.0043241,127.0054447,37.17873211,37.1796382,
92,127.0043182,127.0054388,37.17963349,37.18053958,
93,127.0043123,127.0054329,37.18053487,37.18144096,
94,127.0043064,127.0054271,37.18143625,37.18234234,
95,127.0043005,127.0054212,37.18233763,37.18324372,
96,127.0042946,127.0054153,37.18323902,37.18414511,
97,127.0042887,127.0054094,37.1841404,37.18504649,
98,127.0042828,127.0054036,37.18504178,37.18594787,
99,127.0055211,127.0066415,37.16792022,37.1688263,
100,127.0055152,127.0066357,37.1688216,37.16972768,
101,127.0055093,127.0066298,37.16972299,37.17062907,
102,127.0055034,127.006624,37.17062437,37.17153045,
103,127.0054976,127.0066181,37.17152575,37.17243183,
104,127.0054917,127.0066122,37.17242714,37.17333322,
105,127.0054858,127.0066064,37.17332852,37.1742346,
106,127.0054799,127.0066005,37.1742299,37.17513598,
107,127.0054741,127.0065947,37.17513129,37.17603736,0
108,127.0054682,127.0065888,37.17603267,37.17693875,
109,127.0054623,127.0065829,37.17693405,37.17784013,
110,127.0054564,127.0065771,37.17783543,37.17874151,
111,127.0054506,127.0065712,37.17873682,37.17964289,
112,127.0054447,127.0065653,37.1796382,37.18054428,
113,127.0054388,127.0065595,37.18053958,37.18144566,
114,127.0054329,127.0065536,37.18144096,37.18234704,
115,127.0054271,127.0065477,37.18234234,37.18324842,
116,127.0054212,127.0065419,37.18324372,37.1841498,
117,127.0054153,127.006536,37.18414511,37.18505118,
118,127.0054094,127.0065302,37.18504649,37.18595257,
119,127.0054036,127.0065243,37.18594787,37.18685395,
120,127.0066474,127.0077679,37.16792492,37.16883098,
121,127.0066415,127.007762,37.1688263,37.16973237,
122,127.0066357,127.0077562,37.16972768,37.17063375,
123,127.0066298,127.0077504,37.17062907,37.17153513,
124,127.006624,127.0077445,37.17153045,37.17243652,
125,127.0066181,127.0077387,37.17243183,37.1733379,
126,127.0066122,127.0077328,37.17333322,37.17423928,
127,127.0066064,127.007727,37.1742346,37.17514067,0
128,127.0066005,127.0077211,37.17513598,37.17604205,
129,127.0065947,127.0077153,37.17603736,37.17694343,
130,127.0065888,127.0077094,37.17693875,37.17784481,
131,127.0065829,127.0077036,37.17784013,37.1787462,
132,127.0065771,127.0076977,37.17874151,37.17964758,
133,127.0065712,127.0076919,37.17964289,37.18054896,
134,127.0065653,127.007686,37.18054428,37.18145034,
135,127.0065595,127.0076802,37.18144566,37.18235173,
136,127.0065536,127.0076743,37.18234704,37.18325311,
137,127.0065477,127.0076685,37.18324842,37.18415449,
138,127.0065419,127.0076626,37.1841498,37.18505587,
139,127.006536,127.0076568,37.18505118,37.18595725,
140,127.0065302,127.0076509,37.18595257,37.18685863,
141,127.0077737,127.0088942,37.1679296,37.16883566,
142,127.0077679,127.0088884,37.16883098,37.16973704,
143,127.007762,127.0088826,37.16973237,37.17063842,
144,127.0077562,127.0088767,37.17063375,37.17153981,
145,127.0077504,127.0088709,37.17153513,37.17244119,
146,127.0077445,127.0088651,37.17243652,37.17334257,
147,127.0077387,127.0088592,37.1733379,37.17424396,
148,127.0077328,127.0088534,37.17423928,37.17514534,0
149,127.007727,127.0088476,37.17514067,37.17604672,
150,127.0077211,127.0088417,37.17604205,37.17694811,
151,127.0077153,127.0088359,37.17694343,37.17784949,
152,127.0077094,127.0088301,37.17784481,37.17875087,
153,127.0077036,127.0088242,37.1787462,37.17965225,
154,127.0076977,127.0088184,37.17964758,37.18055364,
155,127.0076919,127.0088126,37.18054896,37.18145502,
156,127.007686,127.0088067,37.18145034,37.1823564,
157,127.0076802,127.0088009,37.18235173,37.18325778,
158,127.0076743,127.008795,37.18325311,37.18415917,
159,127.0076685,127.0087892,37.18415449,37.18506055,
160,127.0076626,127.0087834,37.18505587,37.18596193,
161,127.0076568,127.0087775,37.18595725,37.18686331,
162,127.0076275,127.0087483,37.19046416,37.19137021,
163,127.0076216,127.0087425,37.19136554,37.19227159,
164,127.0076158,127.0087367,37.19226692,37.19317298,
165,127.0076099,127.0087308,37.1931683,37.19407436,
166,127.0089001,127.0100206,37.16793427,37.16884032,
167,127.0088942,127.0100148,37.16883566,37.1697417,
168,127.0088884,127.010009,37.16973704,37.17064309,
169,127.0088826,127.0100031,37.17063842,37.17154447,
170,127.0088767,127.0099973,37.17153981,37.17244585,
171,127.0088709,127.0099915,37.17244119,37.17334724,
172,127.0088651,127.0099857,37.17334257,37.17424862,
173,127.0088592,127.0099798,37.17424396,37.17515,
174,127.0088534,127.009974,37.17514534,37.17605139,
175,127.0088476,127.0099682,37.17604672,37.17695277,
176,127.0088417,127.0099624,37.17694811,37.17785415,
177,127.0088359,127.0099566,37.17784949,37.17875554,
178,127.0088301,127.0099507,37.17875087,37.17965692,
179,127.0088242,127.0099449,37.17965225,37.1805583,
180,127.0088184,127.0099391,37.18055364,37.18145968,
181,127.0088126,127.0099333,37.18145502,37.18236107,
182,127.0088067,127.0099274,37.1823564,37.18326245,
183,127.0088009,127.0099216,37.18325778,37.18416383,
184,127.008795,127.0099158,37.18415917,37.18506521,
185,127.0087892,127.00991,37.18506055,37.18596659,
186,127.0087834,127.0099041,37.18596193,37.18686798,
187,127.0087775,127.0098983,37.18686331,37.18776936,
188,127.0087717,127.0098925,37.18776469,37.18867074,
189,127.0087659,127.0098867,37.18866607,37.18957212,
190,127.00876,127.0098808,37.18956745,37.1904735,
191,127.0087542,127.009875,37.19046883,37.19137488,
192,127.0087483,127.0098692,37.19137021,37.19227626,
193,127.0087425,127.0098634,37.19227159,37.19317764,
194,127.0087367,127.0098575,37.19317298,37.19407902,
195,127.0100264,127.0111469,37.16793893,37.16884497,
196,127.0100206,127.0111411,37.16884032,37.16974636,
197,127.0100148,127.0111353,37.1697417,37.17064774,
198,127.010009,127.0111295,37.17064309,37.17154912,
199,127.0100031,127.0111237,37.17154447,37.17245051,
200,127.0099973,127.0111179,37.17244585,37.17335189,
201,127.0099915,127.0111121,37.17334724,37.17425327,0
202,127.0099857,127.0111063,37.17424862,37.17515466,
203,127.0099798,127.0111005,37.17515,37.17605604,
204,127.009974,127.0110947,37.17605139,37.17695742,
205,127.0099682,127.0110889,37.17695277,37.17785881,
206,127.0099624,127.0110831,37.17785415,37.17876019,
207,127.0099566,127.0110773,37.17875554,37.17966157,
208,127.0099507,127.0110714,37.17965692,37.18056296,
209,127.0099449,127.0110656,37.1805583,37.18146434,
210,127.0099391,127.0110598,37.18145968,37.18236572,
211,127.0099333,127.011054,37.18236107,37.1832671,
212,127.0099274,127.0110482,37.18326245,37.18416848,
213,127.0099216,127.0110424,37.18416383,37.18506987,
214,127.0099158,127.0110366,37.18506521,37.18597125,
215,127.00991,127.0110308,37.18596659,37.18687263,
216,127.0099041,127.011025,37.18686798,37.18777401,
217,127.0098983,127.0110191,37.18776936,37.18867539,
218,127.0098925,127.0110133,37.18867074,37.18957677,
219,127.0098867,127.0110075,37.18957212,37.19047816,
220,127.0098808,127.0110017,37.1904735,37.19137954,
221,127.009875,127.0109959,37.19137488,37.19228092,
222,127.0098692,127.0109901,37.19227626,37.1931823,
223,127.0098634,127.0109843,37.19317764,37.19408368,
224,127.0111586,127.0122791,37.1670422,37.16794823,
225,127.0111528,127.0122733,37.16794359,37.16884961,
226,127.0111469,127.0122675,37.16884497,37.169751,
227,127.0111411,127.0122617,37.16974636,37.17065238,
228,127.0111353,127.0122559,37.17064774,37.17155376,
229,127.0111295,127.0122501,37.17154912,37.17245515,
230,127.0111237,127.0122443,37.17245051,37.17335653,
231,127.0111179,127.0122385,37.17335189,37.17425792,
232,127.0111121,127.0122327,37.17425327,37.1751593,
233,127.0111063,127.0122269,37.17515466,37.17606068,
234,127.0111005,127.0122212,37.17605604,37.17696207,
235,127.0110947,127.0122154,37.17695742,37.17786345,
236,127.0110889,127.0122096,37.17785881,37.17876483,
237,127.0110831,127.0122038,37.17876019,37.17966622,
238,127.0110773,127.012198,37.17966157,37.1805676,
239,127.0110714,127.0121922,37.18056296,37.18146898,
240,127.0110656,127.0121864,37.18146434,37.18237036,
241,127.0110598,127.0121806,37.18236572,37.18327175,
242,127.011054,127.0121748,37.1832671,37.18417313,
243,127.0110482,127.012169,37.18416848,37.18507451,
244,127.0110424,127.0121632,37.18506987,37.18597589,
245,127.0110366,127.0121574,37.18597125,37.18687727,0
246,127.0110308,127.0121516,37.18687263,37.18777866,
247,127.011025,127.0121458,37.18777401,37.18868004,
248,127.0110191,127.01214,37.18867539,37.18958142,
249,127.0110133,127.0121342,37.18957677,37.1904828,
250,127.0110075,127.0121284,37.19047816,37.19138418,
251,127.0110017,127.0121226,37.19137954,37.19228556,
252,127.0109959,127.0121168,37.19228092,37.19318694,
253,127.0109901,127.012111,37.1931823,37.19408832,
254,127.0122849,127.0134054,37.16704684,37.16795286,
255,127.0122791,127.0133997,37.16794823,37.16885424,
256,127.0122733,127.0133939,37.16884961,37.16975563,
257,127.0122675,127.0133881,37.169751,37.17065701,
258,127.0122617,127.0133823,37.17065238,37.1715584,
259,127.0122559,127.0133765,37.17155376,37.17245978,
260,127.0122501,127.0133707,37.17245515,37.17336116,
261,127.0122443,127.013365,37.17335653,37.17426255,
262,127.0122385,127.0133592,37.17425792,37.17516393,0
263,127.0122327,127.0133534,37.1751593,37.17606532,
264,127.0122269,127.0133476,37.17606068,37.1769667,
265,127.0122212,127.0133418,37.17696207,37.17786808,
266,127.0122154,127.0133361,37.17786345,37.17876947,
267,127.0122096,127.0133303,37.17876483,37.17967085,
268,127.0122038,127.0133245,37.17966622,37.18057223,
269,127.012198,127.0133187,37.1805676,37.18147361,
270,127.0121922,127.0133129,37.18146898,37.182375,
271,127.0121864,127.0133071,37.18237036,37.18327638,
272,127.0121806,127.0133014,37.18327175,37.18417776,
273,127.0121748,127.0132956,37.18417313,37.18507914,
274,127.012169,127.0132898,37.18507451,37.18598053,
275,127.0121632,127.013284,37.18597589,37.18688191,
276,127.0121574,127.0132782,37.18687727,37.18778329,
277,127.0121516,127.0132724,37.18777866,37.18868467,
278,127.0121458,127.0132667,37.18868004,37.18958605,
279,127.01214,127.0132609,37.18958142,37.19048743,
280,127.0121342,127.0132551,37.1904828,37.19138882,
281,127.0121284,127.0132493,37.19138418,37.1922902,
282,127.0121226,127.0132435,37.19228556,37.19319158,
283,127.0121168,127.0132377,37.19318694,37.19409296,
284,127.012111,127.0132319,37.19408832,37.19499434,
285,127.0134112,127.0145318,37.16705147,37.16795748,
286,127.0134054,127.014526,37.16795286,37.16885886,
287,127.0133997,127.0145202,37.16885424,37.16976025,
288,127.0133939,127.0145145,37.16975563,37.17066163,
289,127.0133881,127.0145087,37.17065701,37.17156302,
290,127.0133823,127.0145029,37.1715584,37.1724644,
291,127.0133765,127.0144972,37.17245978,37.17336578,
292,127.0133707,127.0144914,37.17336116,37.17426717,0
293,127.013365,127.0144856,37.17426255,37.17516855,
294,127.0133592,127.0144799,37.17516393,37.17606994,
295,127.0133534,127.0144741,37.17606532,37.17697132,
296,127.0133476,127.0144683,37.1769667,37.1778727,
297,127.0133418,127.0144626,37.17786808,37.17877409,
298,127.0133361,127.0144568,37.17876947,37.17967547,
299,127.0133303,127.014451,37.17967085,37.18057685,
300,127.0133245,127.0144453,37.18057223,37.18147824,
301,127.0133187,127.0144395,37.18147361,37.18237962,
302,127.0133129,127.0144337,37.182375,37.183281,
303,127.0133071,127.0144279,37.18327638,37.18418238,
304,127.0133014,127.0144222,37.18417776,37.18508377,
305,127.0132956,127.0144164,37.18507914,37.18598515,
306,127.0132898,127.0144106,37.18598053,37.18688653,
307,127.013284,127.0144049,37.18688191,37.18778791,
308,127.0132782,127.0143991,37.18778329,37.18868929,
309,127.0132724,127.0143933,37.18868467,37.18959068,
310,127.0132667,127.0143875,37.18958605,37.19049206,
311,127.0132609,127.0143818,37.19048743,37.19139344,
312,127.0132551,127.014376,37.19138882,37.19229482,
313,127.0132493,127.0143702,37.1922902,37.1931962,
314,127.0132435,127.0143645,37.19319158,37.19409758,
315,127.0132377,127.0143587,37.19409296,37.19499896,
316,127.0132319,127.0143529,37.19499434,37.19590034,
317,127.0145375,127.0156581,37.16705609,37.16796209,
318,127.0145318,127.0156524,37.16795748,37.16886347,
319,127.014526,127.0156466,37.16885886,37.16976486,
320,127.0145202,127.0156409,37.16976025,37.17066624,
321,127.0145145,127.0156351,37.17066163,37.17156763,
322,127.0145087,127.0156293,37.17156302,37.17246901,
323,127.0145029,127.0156236,37.1724644,37.17337039,
324,127.0144972,127.0156178,37.17336578,37.17427178,
325,127.0144914,127.0156121,37.17426717,37.17517316,
326,127.0144856,127.0156063,37.17516855,37.17607455,
327,127.0144799,127.0156006,37.17606994,37.17697593,
328,127.0144741,127.0155948,37.17697132,37.17787731,
329,127.0144683,127.0155891,37.1778727,37.1787787,
330,127.0144626,127.0155833,37.17877409,37.17968008,
331,127.0144568,127.0155775,37.17967547,37.18058146,
332,127.014451,127.0155718,37.18057685,37.18148285,
333,127.0144453,127.015566,37.18147824,37.18238423,
334,127.0144395,127.0155603,37.18237962,37.18328561,
335,127.0144337,127.0155545,37.183281,37.184187,
336,127.0144279,127.0155488,37.18418238,37.18508838,
337,127.0144222,127.015543,37.18508377,37.18598976,
338,127.0144164,127.0155373,37.18598515,37.18689114,
339,127.0144106,127.0155315,37.18688653,37.18779252,
340,127.0144049,127.0155257,37.18778791,37.18869391,
341,127.0143991,127.01552,37.18868929,37.18959529,
342,127.0143933,127.0155142,37.18959068,37.19049667,
343,127.0143875,127.0155085,37.19049206,37.19139805,
344,127.0143818,127.0155027,37.19139344,37.19229943,
345,127.014376,127.0154969,37.19229482,37.19320081,
346,127.0143702,127.0154912,37.1931962,37.1941022,
347,127.0143645,127.0154854,37.19409758,37.19500358,
348,127.0143587,127.0154797,37.19499896,37.19590496,
349,127.0156639,127.0167844,37.1670607,37.16796668,
350,127.0156581,127.0167787,37.16796209,37.16886807,
351,127.0156524,127.016773,37.16886347,37.16976945,
352,127.0156466,127.0167672,37.16976486,37.17067084,
353,127.0156409,127.0167615,37.17066624,37.17157222,
354,127.0156351,127.0167558,37.17156763,37.17247361,
355,127.0156293,127.01675,37.17246901,37.17337499,
356,127.0156236,127.0167443,37.17337039,37.17427638,
357,127.0156178,127.0167385,37.17427178,37.17517776,
358,127.0156121,127.0167328,37.17517316,37.17607915,
359,127.0156063,127.016727,37.17607455,37.17698053,
360,127.0156006,127.0167213,37.17697593,37.17788191,
361,127.0155948,127.0167156,37.17787731,37.1787833,
362,127.0155891,127.0167098,37.1787787,37.17968468,
363,127.0155833,127.0167041,37.17968008,37.18058606,
364,127.0155775,127.0166983,37.18058146,37.18148745,
365,127.0155718,127.0166926,37.18148285,37.18238883,
366,127.015566,127.0166868,37.18238423,37.18329021,
367,127.0155603,127.0166811,37.18328561,37.1841916,
368,127.0155545,127.0166754,37.184187,37.18509298,
369,127.0155488,127.0166696,37.18508838,37.18599436,
370,127.015543,127.0166639,37.18598976,37.18689574,
371,127.0155373,127.0166581,37.18689114,37.18779713,
372,127.0155315,127.0166524,37.18779252,37.18869851,
373,127.0155257,127.0166466,37.18869391,37.18959989,
374,127.01552,127.0166409,37.18959529,37.19050127,
375,127.0155142,127.0166351,37.19049667,37.19140265,
376,127.0155085,127.0166294,37.19139805,37.19230404,
377,127.0155027,127.0166237,37.19229943,37.19320542,
378,127.0154969,127.0166179,37.19320081,37.1941068,
379,127.0154912,127.0166122,37.1941022,37.19500818,
380,127.0154854,127.0166064,37.19500358,37.19590956,
381,127.0167902,127.0179108,37.1670653,37.16797127,
382,127.0167844,127.0179051,37.16796668,37.16887266,
383,127.0167787,127.0178993,37.16886807,37.16977404,
384,127.016773,127.0178936,37.16976945,37.17067543,
385,127.0167672,127.0178879,37.17067084,37.17157681,
386,127.0167615,127.0178822,37.17157222,37.1724782,
387,127.0167558,127.0178764,37.17247361,37.17337958,
388,127.01675,127.0178707,37.17337499,37.17428097,
389,127.0167443,127.017865,37.17427638,37.17518235,
390,127.0167385,127.0178592,37.17517776,37.17608374,
391,127.0167328,127.0178535,37.17607915,37.17698512,
392,127.016727,127.0178478,37.17698053,37.1778865,
393,127.0167213,127.0178421,37.17788191,37.17878789,
394,127.0167156,127.0178363,37.1787833,37.17968927,
395,127.0167098,127.0178306,37.17968468,37.18059065,
396,127.0167041,127.0178249,37.18058606,37.18149204,
397,127.0166983,127.0178191,37.18148745,37.18239342,
398,127.0166926,127.0178134,37.18238883,37.1832948,
399,127.0166868,127.0178077,37.18329021,37.18419619,
400,127.0166811,127.017802,37.1841916,37.18509757,
401,127.0166754,127.0177962,37.18509298,37.18599895,
402,127.0166696,127.0177905,37.18599436,37.18690033,
403,127.0166639,127.0177848,37.18689574,37.18780172,
404,127.0166581,127.017779,37.18779713,37.1887031,
405,127.0166524,127.0177733,37.18869851,37.18960448,
406,127.0166466,127.0177676,37.18959989,37.19050586,
407,127.0166409,127.0177618,37.19050127,37.19140725,
408,127.0166351,127.0177561,37.19140265,37.19230863,
409,127.0166294,127.0177504,37.19230404,37.19321001,
410,127.0166237,127.0177446,37.19320542,37.19411139,
411,127.0166179,127.0177389,37.1941068,37.19501277,
412,127.0166122,127.0177332,37.19500818,37.19591415,
413,127.0166064,127.0177274,37.19590956,37.19681553,
414,127.0179222,127.0190428,37.1661685,37.16707446,
415,127.0179165,127.0190371,37.16706989,37.16797585,
416,127.0179108,127.0190314,37.16797127,37.16887723,
417,127.0179051,127.0190257,37.16887266,37.16977862,
418,127.0178993,127.01902,37.16977404,37.17068001,
419,127.0178936,127.0190143,37.17067543,37.17158139,
420,127.0178879,127.0190086,37.17157681,37.17248278,
421,127.0178822,127.0190029,37.1724782,37.17338416,
422,127.0178764,127.0189971,37.17337958,37.17428554,
423,127.0178707,127.0189914,37.17428097,37.17518693,
424,127.017865,127.0189857,37.17518235,37.17608831,
425,127.0178592,127.01898,37.17608374,37.1769897,
426,127.0178535,127.0189743,37.17698512,37.17789108,
427,127.0178478,127.0189686,37.1778865,37.17879247,
428,127.0178421,127.0189628,37.17878789,37.17969385,
429,127.0178363,127.0189571,37.17968927,37.18059523,
430,127.0178306,127.0189514,37.18059065,37.18149662,
431,127.0178249,127.0189457,37.18149204,37.182398,
432,127.0178191,127.01894,37.18239342,37.18329938,
433,127.0178134,127.0189343,37.1832948,37.18420077,
434,127.0178077,127.0189285,37.18419619,37.18510215,
435,127.017802,127.0189228,37.18509757,37.18600353,
436,127.0177962,127.0189171,37.18599895,37.18690491,
437,127.0177905,127.0189114,37.18690033,37.1878063,
438,127.0177848,127.0189057,37.18780172,37.18870768,
439,127.017779,127.0189,37.1887031,37.18960906,
440,127.0177733,127.0188942,37.18960448,37.19051044,
441,127.0177676,127.0188885,37.19050586,37.19141183,
442,127.0177618,127.0188828,37.19140725,37.19231321,
443,127.0177561,127.0188771,37.19230863,37.19321459,
444,127.0177504,127.0188714,37.19321001,37.19411597,
445,127.0177446,127.0188656,37.19411139,37.19501735,
446,127.0177389,127.0188599,37.19501277,37.19591873,
447,127.0177332,127.0188542,37.19591415,37.19682012,
448,127.0190486,127.0201692,37.16617308,37.16707903,
449,127.0190428,127.0201635,37.16707446,37.16798042,
450,127.0190371,127.0201578,37.16797585,37.1688818,
451,127.0190314,127.0201521,37.16887723,37.16978319,
452,127.0190257,127.0201464,37.16977862,37.17068457,
453,127.01902,127.0201407,37.17068001,37.17158596,
454,127.0190143,127.020135,37.17158139,37.17248734,
455,127.0190086,127.0201293,37.17248278,37.17338873,
456,127.0190029,127.0201236,37.17338416,37.17429011,
457,127.0189971,127.0201179,37.17428554,37.1751915,
458,127.0189914,127.0201122,37.17518693,37.17609288,
459,127.0189857,127.0201065,37.17608831,37.17699427,
460,127.01898,127.0201008,37.1769897,37.17789565,
461,127.0189743,127.0200951,37.17789108,37.17879703,
462,127.0189686,127.0200894,37.17879247,37.17969842,
463,127.0189628,127.0200837,37.17969385,37.1805998,
464,127.0189571,127.020078,37.18059523,37.18150118,
465,127.0189514,127.0200723,37.18149662,37.18240257,
466,127.0189457,127.0200666,37.182398,37.18330395,
467,127.01894,127.0200608,37.18329938,37.18420534,
468,127.0189343,127.0200551,37.18420077,37.18510672,
469,127.0189285,127.0200494,37.18510215,37.1860081,
470,127.0189228,127.0200437,37.18600353,37.18690948,
471,127.0189171,127.020038,37.18690491,37.18781087,
472,127.0189114,127.0200323,37.1878063,37.18871225,
473,127.0189057,127.0200266,37.18870768,37.18961363,
474,127.0189,127.0200209,37.18960906,37.19051501,
475,127.0188942,127.0200152,37.19051044,37.1914164,
476,127.0188885,127.0200095,37.19141183,37.19231778,
477,127.0188828,127.0200038,37.19231321,37.19321916,
478,127.0188771,127.0199981,37.19321459,37.19412054,
479,127.0188714,127.0199924,37.19411597,37.19502192,
480,127.0188656,127.0199867,37.19501735,37.19592331,
481,127.0188599,127.019981,37.19591873,37.19682469,
482,127.0201749,127.0212955,37.16617764,37.16708358,
483,127.0201692,127.0212898,37.16707903,37.16798497,
484,127.0201635,127.0212841,37.16798042,37.16888636,
485,127.0201578,127.0212784,37.1688818,37.16978774,
486,127.0201521,127.0212728,37.16978319,37.17068913,
487,127.0201464,127.0212671,37.17068457,37.17159051,
488,127.0201407,127.0212614,37.17158596,37.1724919,
489,127.020135,127.0212557,37.17248734,37.17339328,
490,127.0201293,127.02125,37.17338873,37.17429467,
491,127.0201236,127.0212443,37.17429011,37.17519605,
492,127.0201179,127.0212386,37.1751915,37.17609744,
493,127.0201122,127.0212329,37.17609288,37.17699882,
494,127.0201065,127.0212273,37.17699427,37.17790021,
495,127.0201008,127.0212216,37.17789565,37.17880159,
496,127.0200951,127.0212159,37.17879703,37.17970297,
497,127.0200894,127.0212102,37.17969842,37.18060436,
498,127.0200837,127.0212045,37.1805998,37.18150574,
499,127.020078,127.0211988,37.18150118,37.18240713,
500,127.0200723,127.0211931,37.18240257,37.18330851,
501,127.0200666,127.0211874,37.18330395,37.18420989,
502,127.0200608,127.0211817,37.18420534,37.18511128,
503,127.0200551,127.021176,37.18510672,37.18601266,
504,127.0200494,127.0211704,37.1860081,37.18691404,
505,127.0200437,127.0211647,37.18690948,37.18781543,
506,127.020038,127.021159,37.18781087,37.18871681,
507,127.0200323,127.0211533,37.18871225,37.18961819,
508,127.0200266,127.0211476,37.18961363,37.19051957,
509,127.0200209,127.0211419,37.19051501,37.19142096,
510,127.0200152,127.0211362,37.1914164,37.19232234,
511,127.0200095,127.0211305,37.19231778,37.19322372,
512,127.0200038,127.0211248,37.19321916,37.1941251,
513,127.0199981,127.0211191,37.19412054,37.19502648,
514,127.0199924,127.0211134,37.19502192,37.19592787,0
515,127.0199867,127.0211077,37.19592331,37.19682925,
516,127.0213069,127.0224275,37.16528081,37.16618674,
517,127.0213012,127.0224218,37.1661822,37.16708813,
518,127.0212955,127.0224162,37.16708358,37.16798952,
519,127.0212898,127.0224105,37.16798497,37.1688909,
