id,val,long1,lat1,long2,lat2
123,0,127.0066298,37.17062907,127.0077504,37.17153513
124,0,127.006624,37.17153045,127.0077445,37.17243652
125,0,127.0066181,37.17243183,127.0077387,37.1733379
126,0,127.0066122,37.17333322,127.0077328,37.17423928
127,0,127.0066064,37.1742346,127.007727,37.17514067
128,0,127.0066005,37.17513598,127.0077211,37.17604205
129,0,127.0065947,37.17603736,127.0077153,37.17694343
130,0,127.0065888,37.17693875,127.0077094,37.17784481
131,0,127.0065829,37.17784013,127.0077036,37.1787462
132,0,127.0065771,37.17874151,127.0076977,37.17964758
133,0,127.0065712,37.17964289,127.0076919,37.18054896
134,0,127.0065653,37.18054428,127.007686,37.18145034
135,0,127.0065595,37.18144566,127.0076802,37.18235173
136,0,127.0065536,37.18234704,127.0076743,37.18325311
137,0,127.0065477,37.18324842,127.0076685,37.18415449
138,0,127.0065419,37.1841498,127.0076626,37.18505587
139,0,127.006536,37.18505118,127.0076568,37.18595725
140,0,127.0065302,37.18595257,127.0076509,37.18685863
141,0,127.0077737,37.1679296,127.0088942,37.16883566
142,0,127.0077679,37.16883098,127.0088884,37.16973704
143,0,127.007762,37.16973237,127.0088826,37.17063842
144,0,127.0077562,37.17063375,127.0088767,37.17153981
145,0,127.0077504,37.17153513,127.0088709,37.17244119
146,0,127.0077445,37.17243652,127.0088651,37.17334257
147,0,127.0077387,37.1733379,127.0088592,37.17424396
148,0,127.0077328,37.17423928,127.0088534,37.17514534
149,0,127.007727,37.17514067,127.0088476,37.17604672
150,0,127.0077211,37.17604205,127.0088417,37.17694811
151,0,127.0077153,37.17694343,127.0088359,37.17784949
152,0,127.0077094,37.17784481,127.0088301,37.17875087
153,0,127.0077036,37.1787462,127.0088242,37.17965225
154,0,127.0076977,37.17964758,127.0088184,37.18055364
155,0,127.0076919,37.18054896,127.0088126,37.18145502
156,0,127.007686,37.18145034,127.0088067,37.1823564
157,0,127.0076802,37.18235173,127.0088009,37.18325778
158,0,127.0076743,37.18325311,127.008795,37.18415917
159,0,127.0076685,37.18415449,127.0087892,37.18506055
160,0,127.0076626,37.18505587,127.0087834,37.18596193
161,0,127.0076568,37.18595725,127.0087775,37.18686331
162,0,127.0076275,37.19046416,127.0087483,37.19137021
163,0,127.0076216,37.19136554,127.0087425,37.19227159
164,0,127.0076158,37.19226692,127.0087367,37.19317298
165,0,127.0076099,37.1931683,127.0087308,37.19407436
166,0,127.0089001,37.16793427,127.0100206,37.16884032
167,0,127.0088942,37.16883566,127.0100148,37.1697417
168,0,127.0088884,37.16973704,127.010009,37.17064309
169,0,127.0088826,37.17063842,127.0100031,37.17154447
170,0,127.0088767,37.17153981,127.0099973,37.17244585
171,0,127.0088709,37.17244119,127.0099915,37.17334724
172,0,127.0088651,37.17334257,127.0099857,37.17424862
173,0,127.0088592,37.17424396,127.0099798,37.17515
174,0,127.0088534,37.17514534,127.009974,37.17605139
175,0,127.0088476,37.17604672,127.0099682,37.17695277
176,0,127.0088417,37.17694811,127.0099624,37.17785415
177,0,127.0088359,37.17784949,127.0099566,37.17875554
178,0,127.0088301,37.17875087,127.0099507,37.17965692
179,0,127.0088242,37.17965225,127.0099449,37.1805583
180,0,127.0088184,37.18055364,127.0099391,37.18145968
181,0,127.0088126,37.18145502,127.0099333,37.18236107
182,0,127.0088067,37.1823564,127.0099274,37.18326245
183,0,127.0088009,37.18325778,127.0099216,37.18416383
184,1,127.008795,37.18415917,127.0099158,37.18506521
185,0,127.0087892,37.18506055,127.00991,37.18596659
186,0,127.0087834,37.18596193,127.0099041,37.18686798
187,0,127.0087775,37.18686331,127.0098983,37.18776936
188,0,127.0087717,37.18776469,127.0098925,37.18867074
189,0,127.0087659,37.18866607,127.0098867,37.18957212
190,0,127.00876,37.18956745,127.0098808,37.1904735
191,0,127.0087542,37.19046883,127.009875,37.19137488
192,0,127.0087483,37.19137021,127.0098692,37.19227626
193,0,127.0087425,37.19227159,127.0098634,37.19317764
194,0,127.0087367,37.19317298,127.0098575,37.19407902
195,0,127.0100264,37.16793893,127.0111469,37.16884497
196,0,127.0100206,37.16884032,127.0111411,37.16974636
197,0,127.0100148,37.1697417,127.0111353,37.17064774
198,0,127.010009,37.17064309,127.0111295,37.17154912
199,0,127.0100031,37.17154447,127.0111237,37.17245051
200,0,127.0099973,37.17244585,127.0111179,37.17335189
201,0,127.0099915,37.17334724,127.0111121,37.17425327
202,0,127.0099857,37.17424862,127.0111063,37.17515466
203,0,127.0099798,37.17515,127.0111005,37.17605604
204,0,127.009974,37.17605139,127.0110947,37.17695742
205,0,127.0099682,37.17695277,127.0110889,37.17785881
206,0,127.0099624,37.17785415,127.0110831,37.17876019
207,0,127.0099566,37.17875554,127.0110773,37.17966157
208,0,127.0099507,37.17965692,127.0110714,37.18056296
209,0,127.0099449,37.1805583,127.0110656,37.18146434
210,0,127.0099391,37.18145968,127.0110598,37.18236572
211,0,127.0099333,37.18236107,127.011054,37.1832671
212,0,127.0099274,37.18326245,127.0110482,37.18416848
213,0,127.0099216,37.18416383,127.0110424,37.18506987
214,0,127.0099158,37.18506521,127.0110366,37.18597125
215,0,127.00991,37.18596659,127.0110308,37.18687263
216,0,127.0099041,37.18686798,127.011025,37.18777401
217,0,127.0098983,37.18776936,127.0110191,37.18867539
218,0,127.0098925,37.18867074,127.0110133,37.18957677
219,0,127.0098867,37.18957212,127.0110075,37.19047816
220,0,127.0098808,37.1904735,127.0110017,37.19137954
221,0,127.009875,37.19137488,127.0109959,37.19228092
222,0,127.0098692,37.19227626,127.0109901,37.1931823
223,0,127.0098634,37.19317764,127.0109843,37.19408368
224,0,127.0111586,37.1670422,127.0122791,37.16794823
225,0,127.0111528,37.16794359,127.0122733,37.16884961
226,0,127.0111469,37.16884497,127.0122675,37.169751
227,0,127.0111411,37.16974636,127.0122617,37.17065238
228,0,127.0111353,37.17064774,127.0122559,37.17155376
229,0,127.0111295,37.17154912,127.0122501,37.17245515
230,0,127.0111237,37.17245051,127.0122443,37.17335653
231,0,127.0111179,37.17335189,127.0122385,37.17425792
232,0,127.0111121,37.17425327,127.0122327,37.1751593
233,0,127.0111063,37.17515466,127.0122269,37.17606068
234,0,127.0111005,37.17605604,127.0122212,37.17696207
235,0,127.0110947,37.17695742,127.0122154,37.17786345
236,0,127.0110889,37.17785881,127.0122096,37.17876483
237,0,127.0110831,37.17876019,127.0122038,37.17966622
238,0,127.0110773,37.17966157,127.012198,37.1805676
239,0,127.0110714,37.18056296,127.0121922,37.18146898
240,0,127.0110656,37.18146434,127.0121864,37.18237036
241,0,127.0110598,37.18236572,127.0121806,37.18327175
242,0,127.011054,37.1832671,127.0121748,37.18417313
243,0,127.0110482,37.18416848,127.012169,37.18507451
244,0,127.0110424,37.18506987,127.0121632,37.18597589
245,0,127.0110366,37.18597125,127.0121574,37.18687727
246,0,127.0110308,37.18687263,127.0121516,37.18777866
247,0,127.011025,37.18777401,127.0121458,37.18868004
248,0,127.0110191,37.18867539,127.01214,37.18958142
249,1,127.0110133,37.18957677,127.0121342,37.1904828
250,0,127.0110075,37.19047816,127.0121284,37.19138418
251,0,127.0110017,37.19137954,127.0121226,37.19228556
252,0,127.0109959,37.19228092,127.0121168,37.19318694
253,0,127.0109901,37.1931823,127.012111,37.19408832
254,0,127.0122849,37.16704684,127.0134054,37.16795286
255,0,127.0122791,37.16794823,127.0133997,37.16885424
256,0,127.0122733,37.16884961,127.0133939,37.16975563
257,0,127.0122675,37.169751,127.0133881,37.17065701
258,0,127.0122617,37.17065238,127.0133823,37.1715584
259,0,127.0122559,37.17155376,127.0133765,37.17245978
260,0,127.0122501,37.17245515,127.0133707,37.17336116
261,0,127.0122443,37.17335653,127.013365,37.17426255
262,0,127.0122385,37.17425792,127.0133592,37.17516393
263,0,127.0122327,37.1751593,127.0133534,37.17606532
264,0,127.0122269,37.17606068,127.0133476,37.1769667
265,0,127.0122212,37.17696207,127.0133418,37.17786808
266,0,127.0122154,37.17786345,127.0133361,37.17876947
267,0,127.0122096,37.17876483,127.0133303,37.17967085
268,0,127.0122038,37.17966622,127.0133245,37.18057223
269,0,127.012198,37.1805676,127.0133187,37.18147361
270,0,127.0121922,37.18146898,127.0133129,37.182375
271,0,127.0121864,37.18237036,127.0133071,37.18327638
272,0,127.0121806,37.18327175,127.0133014,37.18417776
273,0,127.0121748,37.18417313,127.0132956,37.18507914
274,0,127.012169,37.18507451,127.0132898,37.18598053
275,0,127.0121632,37.18597589,127.013284,37.18688191
276,0,127.0121574,37.18687727,127.0132782,37.18778329
277,0,127.0121516,37.18777866,127.0132724,37.18868467
278,0,127.0121458,37.18868004,127.0132667,37.18958605
279,0,127.01214,37.18958142,127.0132609,37.19048743
280,0,127.0121342,37.1904828,127.0132551,37.19138882
281,0,127.0121284,37.19138418,127.0132493,37.1922902
282,0,127.0121226,37.19228556,127.0132435,37.19319158
283,0,127.0121168,37.19318694,127.0132377,37.19409296
284,0,127.012111,37.19408832,127.0132319,37.19499434
285,0,127.0134112,37.16705147,127.0145318,37.16795748
286,0,127.0134054,37.16795286,127.014526,37.16885886
287,0,127.0133997,37.16885424,127.0145202,37.16976025
288,0,127.0133939,37.16975563,127.0145145,37.17066163
289,0,127.0133881,37.17065701,127.0145087,37.17156302
290,0,127.0133823,37.1715584,127.0145029,37.1724644
291,0,127.0133765,37.17245978,127.0144972,37.17336578
292,0,127.0133707,37.17336116,127.0144914,37.17426717
293,0,127.013365,37.17426255,127.0144856,37.17516855
294,0,127.0133592,37.17516393,127.0144799,37.17606994
295,0,127.0133534,37.17606532,127.0144741,37.17697132
296,0,127.0133476,37.1769667,127.0144683,37.1778727
297,0,127.0133418,37.17786808,127.0144626,37.17877409
298,0,127.0133361,37.17876947,127.0144568,37.17967547
299,0,127.0133303,37.17967085,127.014451,37.18057685
300,0,127.0133245,37.18057223,127.0144453,37.18147824
301,0,127.0133187,37.18147361,127.0144395,37.18237962
302,0,127.0133129,37.182375,127.0144337,37.183281
303,0,127.0133071,37.18327638,127.0144279,37.18418238
304,0,127.0133014,37.18417776,127.0144222,37.18508377
305,0,127.0132956,37.18507914,127.0144164,37.18598515
306,0,127.0132898,37.18598053,127.0144106,37.18688653
307,0,127.013284,37.18688191,127.0144049,37.18778791
308,0,127.0132782,37.18778329,127.0143991,37.18868929
309,0,127.0132724,37.18868467,127.0143933,37.18959068
310,0,127.0132667,37.18958605,127.0143875,37.19049206
311,0,127.0132609,37.19048743,127.0143818,37.19139344
312,0,127.0132551,37.19138882,127.014376,37.19229482
313,0,127.0132493,37.1922902,127.0143702,37.1931962
314,0,127.0132435,37.19319158,127.0143645,37.19409758
315,0,127.0132377,37.19409296,127.0143587,37.19499896
316,0,127.0132319,37.19499434,127.0143529,37.19590034
317,0,127.0145375,37.16705609,127.0156581,37.16796209
318,0,127.0145318,37.16795748,127.0156524,37.16886347
319,0,127.014526,37.16885886,127.0156466,37.16976486
320,0,127.0145202,37.16976025,127.0156409,37.17066624
321,0,127.0145145,37.17066163,127.0156351,37.17156763
322,0,127.0145087,37.17156302,127.0156293,37.17246901
323,0,127.0145029,37.1724644,127.0156236,37.17337039
324,0,127.0144972,37.17336578,127.0156178,37.17427178
325,0,127.0144914,37.17426717,127.0156121,37.17517316
326,0,127.0144856,37.17516855,127.0156063,37.17607455
327,0,127.0144799,37.17606994,127.0156006,37.17697593
328,0,127.0144741,37.17697132,127.0155948,37.17787731
329,0,127.0144683,37.1778727,127.0155891,37.1787787
330,0,127.0144626,37.17877409,127.0155833,37.17968008
331,0,127.0144568,37.17967547,127.0155775,37.18058146
332,0,127.014451,37.18057685,127.0155718,37.18148285
333,0,127.0144453,37.18147824,127.015566,37.18238423
334,0,127.0144395,37.18237962,127.0155603,37.18328561
335,0,127.0144337,37.183281,127.0155545,37.184187
336,0,127.0144279,37.18418238,127.0155488,37.18508838
337,0,127.0144222,37.18508377,127.015543,37.18598976
338,0,127.0144164,37.18598515,127.0155373,37.18689114
339,0,127.0144106,37.18688653,127.0155315,37.18779252
340,0,127.0144049,37.18778791,127.0155257,37.18869391
341,0,127.0143991,37.18868929,127.01552,37.18959529
342,0,127.0143933,37.18959068,127.0155142,37.19049667
343,0,127.0143875,37.19049206,127.0155085,37.19139805
344,0,127.0143818,37.19139344,127.0155027,37.19229943
345,0,127.014376,37.19229482,127.0154969,37.19320081
346,0,127.0143702,37.1931962,127.0154912,37.1941022
347,0,127.0143645,37.19409758,127.0154854,37.19500358
348,0,127.0143587,37.19499896,127.0154797,37.19590496
349,0,127.0156639,37.1670607,127.0167844,37.16796668
350,0,127.0156581,37.16796209,127.0167787,37.16886807
351,0,127.0156524,37.16886347,127.016773,37.16976945
352,0,127.0156466,37.16976486,127.0167672,37.17067084
353,0,127.0156409,37.17066624,127.0167615,37.17157222
354,0,127.0156351,37.17156763,127.0167558,37.17247361
355,0,127.0156293,37.17246901,127.01675,37.17337499
356,0,127.0156236,37.17337039,127.0167443,37.17427638
357,0,127.0156178,37.17427178,127.0167385,37.17517776
358,0,127.0156121,37.17517316,127.0167328,37.17607915
359,0,127.0156063,37.17607455,127.016727,37.17698053
360,0,127.0156006,37.17697593,127.0167213,37.17788191
361,0,127.0155948,37.17787731,127.0167156,37.1787833
362,0,127.0155891,37.1787787,127.0167098,37.17968468
363,0,127.0155833,37.17968008,127.0167041,37.18058606
364,0,127.0155775,37.18058146,127.0166983,37.18148745
365,0,127.0155718,37.18148285,127.0166926,37.18238883
366,0,127.015566,37.18238423,127.0166868,37.18329021
367,0,127.0155603,37.18328561,127.0166811,37.1841916
368,0,127.0155545,37.184187,127.0166754,37.18509298
369,0,127.0155488,37.18508838,127.0166696,37.18599436
370,0,127.015543,37.18598976,127.0166639,37.18689574
371,0,127.0155373,37.18689114,127.0166581,37.18779713
372,0,127.0155315,37.18779252,127.0166524,37.18869851
373,0,127.0155257,37.18869391,127.0166466,37.18959989
374,0,127.01552,37.18959529,127.0166409,37.19050127
375,0,127.0155142,37.19049667,127.0166351,37.19140265
376,0,127.0155085,37.19139805,127.0166294,37.19230404
377,0,127.0155027,37.19229943,127.0166237,37.19320542
378,0,127.0154969,37.19320081,127.0166179,37.1941068
379,0,127.0154912,37.1941022,127.0166122,37.19500818
380,0,127.0154854,37.19500358,127.0166064,37.19590956
381,0,127.0167902,37.1670653,127.0179108,37.16797127
382,0,127.0167844,37.16796668,127.0179051,37.16887266
383,0,127.0167787,37.16886807,127.0178993,37.16977404
384,0,127.016773,37.16976945,127.0178936,37.17067543
385,0,127.0167672,37.17067084,127.0178879,37.17157681
386,0,127.0167615,37.17157222,127.0178822,37.1724782
387,0,127.0167558,37.17247361,127.0178764,37.17337958
388,0,127.01675,37.17337499,127.0178707,37.17428097
389,0,127.0167443,37.17427638,127.017865,37.17518235
390,0,127.0167385,37.17517776,127.0178592,37.17608374
391,0,127.0167328,37.17607915,127.0178535,37.17698512
392,0,127.016727,37.17698053,127.0178478,37.1778865
393,0,127.0167213,37.17788191,127.0178421,37.17878789
394,0,127.0167156,37.1787833,127.0178363,37.17968927
395,0,127.0167098,37.17968468,127.0178306,37.18059065
396,0,127.0167041,37.18058606,127.0178249,37.18149204
397,0,127.0166983,37.18148745,127.0178191,37.18239342
398,0,127.0166926,37.18238883,127.0178134,37.1832948
399,0,127.0166868,37.18329021,127.0178077,37.18419619
400,0,127.0166811,37.1841916,127.017802,37.18509757
401,0,127.0166754,37.18509298,127.0177962,37.18599895
402,0,127.0166696,37.18599436,127.0177905,37.18690033
403,0,127.0166639,37.18689574,127.0177848,37.18780172
404,0,127.0166581,37.18779713,127.017779,37.1887031
405,0,127.0166524,37.18869851,127.0177733,37.18960448
406,0,127.0166466,37.18959989,127.0177676,37.19050586
407,0,127.0166409,37.19050127,127.0177618,37.19140725
408,0,127.0166351,37.19140265,127.0177561,37.19230863
409,0,127.0166294,37.19230404,127.0177504,37.19321001
410,0,127.0166237,37.19320542,127.0177446,37.19411139
411,0,127.0166179,37.1941068,127.0177389,37.19501277
412,0,127.0166122,37.19500818,127.0177332,37.19591415
413,0,127.0166064,37.19590956,127.0177274,37.19681553
414,0,127.0179222,37.1661685,127.0190428,37.16707446
415,0,127.0179165,37.16706989,127.0190371,37.16797585
416,0,127.0179108,37.16797127,127.0190314,37.16887723
417,0,127.0179051,37.16887266,127.0190257,37.16977862
418,0,127.0178993,37.16977404,127.01902,37.17068001
419,0,127.0178936,37.17067543,127.0190143,37.17158139
420,0,127.0178879,37.17157681,127.0190086,37.17248278
421,0,127.0178822,37.1724782,127.0190029,37.17338416
422,0,127.0178764,37.17337958,127.0189971,37.17428554
423,0,127.0178707,37.17428097,127.0189914,37.17518693
424,0,127.017865,37.17518235,127.0189857,37.17608831
425,0,127.0178592,37.17608374,127.01898,37.1769897
426,0,127.0178535,37.17698512,127.0189743,37.17789108
427,0,127.0178478,37.1778865,127.0189686,37.17879247
428,0,127.0178421,37.17878789,127.0189628,37.17969385
429,0,127.0178363,37.17968927,127.0189571,37.18059523
430,0,127.0178306,37.18059065,127.0189514,37.18149662
431,0,127.0178249,37.18149204,127.0189457,37.182398
432,0,127.0178191,37.18239342,127.01894,37.18329938
433,0,127.0178134,37.1832948,127.0189343,37.18420077
434,0,127.0178077,37.18419619,127.0189285,37.18510215
435,0,127.017802,37.18509757,127.0189228,37.18600353
436,0,127.0177962,37.18599895,127.0189171,37.18690491
437,0,127.0177905,37.18690033,127.0189114,37.1878063
438,0,127.0177848,37.18780172,127.0189057,37.18870768
439,0,127.017779,37.1887031,127.0189,37.18960906
440,0,127.0177733,37.18960448,127.0188942,37.19051044
441,0,127.0177676,37.19050586,127.0188885,37.19141183
442,0,127.0177618,37.19140725,127.0188828,37.19231321
443,0,127.0177561,37.19230863,127.0188771,37.19321459
444,0,127.0177504,37.19321001,127.0188714,37.19411597
445,0,127.0177446,37.19411139,127.0188656,37.19501735
446,0,127.0177389,37.19501277,127.0188599,37.19591873
447,0,127.0177332,37.19591415,127.0188542,37.19682012
448,0,127.0190486,37.16617308,127.0201692,37.16707903
449,0,127.0190428,37.16707446,127.0201635,37.16798042
450,0,127.0190371,37.16797585,127.0201578,37.1688818
451,0,127.0190314,37.16887723,127.0201521,37.16978319
452,0,127.0190257,37.16977862,127.0201464,37.17068457
453,0,127.01902,37.17068001,127.0201407,37.17158596
454,0,127.0190143,37.17158139,127.020135,37.17248734
455,0,127.0190086,37.17248278,127.0201293,37.17338873
456,0,127.0190029,37.17338416,127.0201236,37.17429011
457,0,127.0189971,37.17428554,127.0201179,37.1751915
458,0,127.0189914,37.17518693,127.0201122,37.17609288
459,0,127.0189857,37.17608831,127.0201065,37.17699427
460,0,127.01898,37.1769897,127.0201008,37.17789565
461,0,127.0189743,37.17789108,127.0200951,37.17879703
462,0,127.0189686,37.17879247,127.0200894,37.17969842
463,0,127.0189628,37.17969385,127.0200837,37.1805998
464,0,127.0189571,37.18059523,127.020078,37.18150118
465,0,127.0189514,37.18149662,127.0200723,37.18240257
466,0,127.0189457,37.182398,127.0200666,37.18330395
467,0,127.01894,37.18329938,127.0200608,37.18420534
468,0,127.0189343,37.18420077,127.0200551,37.18510672
469,0,127.0189285,37.18510215,127.0200494,37.1860081
470,0,127.0189228,37.18600353,127.0200437,37.18690948
471,0,127.0189171,37.18690491,127.020038,37.18781087
472,0,127.0189114,37.1878063,127.0200323,37.18871225
473,0,127.0189057,37.18870768,127.0200266,37.18961363
474,0,127.0189,37.18960906,127.0200209,37.19051501
475,0,127.0188942,37.19051044,127.0200152,37.1914164
476,0,127.0188885,37.19141183,127.0200095,37.19231778
477,0,127.0188828,37.19231321,127.0200038,37.19321916
478,0,127.0188771,37.19321459,127.0199981,37.19412054
479,0,127.0188714,37.19411597,127.0199924,37.19502192
480,0,127.0188656,37.19501735,127.0199867,37.19592331
481,0,127.0188599,37.19591873,127.019981,37.19682469
482,0,127.0201749,37.16617764,127.0212955,37.16708358
483,0,127.0201692,37.16707903,127.0212898,37.16798497
484,0,127.0201635,37.16798042,127.0212841,37.16888636
485,0,127.0201578,37.1688818,127.0212784,37.16978774
486,0,127.0201521,37.16978319,127.0212728,37.17068913
487,0,127.0201464,37.17068457,127.0212671,37.17159051
488,0,127.0201407,37.17158596,127.0212614,37.1724919
489,0,127.020135,37.17248734,127.0212557,37.17339328
490,0,127.0201293,37.17338873,127.02125,37.17429467
491,0,127.0201236,37.17429011,127.0212443,37.17519605
492,0,127.0201179,37.1751915,127.0212386,37.17609744
493,0,127.0201122,37.17609288,127.0212329,37.17699882
494,0,127.0201065,37.17699427,127.0212273,37.17790021
495,0,127.0201008,37.17789565,127.0212216,37.17880159
496,0,127.0200951,37.17879703,127.0212159,37.17970297
497,0,127.0200894,37.17969842,127.0212102,37.18060436
498,0,127.0200837,37.1805998,127.0212045,37.18150574
499,0,127.020078,37.18150118,127.0211988,37.18240713
500,0,127.0200723,37.18240257,127.0211931,37.18330851
501,0,127.0200666,37.18330395,127.0211874,37.18420989
