,id,acc_sum,lon1,lat1,lon2,lat2,cctv,cross,speedBump,parking,trafficLight,youth,baby,build,latM,lonM,youchiwon,elementry,academy,gym,school_zone,result,per,grade
48,48,0,127.0009624,37.17601378,127.00208290000002,37.1769199,0,0,0,0,0,0.0,0.0,0.0,37.17556069,127.00152265,0,0,0,0,0,0,0,0
49,49,0,127.0009564,37.17691516,127.002077,37.17782128,0,0,0,0,0,0.0,0.0,0.0,37.17646207,127.00151665,0,0,0,0,0,0,0,0
50,50,0,127.0009505,37.17781654,127.0020711,37.17872266,0,0,0,0,0,0.0,0.0,0.0,37.17736345,127.00151075,0,0,0,0,0,0,0,0
51,51,0,127.0021302,37.16970884,127.0032507,37.17061495,0,0,0,0,0,0.0,0.0,0.0,37.16925575000001,127.00269045000002,0,0,0,0,0,0,0,0
52,52,0,127.0021243,37.17061022,127.0032448,37.17151633,0,0,0,0,0,0.0,0.0,0.0,37.17015713000001,127.00268455,0,0,0,0,0,0,0,0
53,53,0,127.0021184,37.1715116,127.0032389,37.17241771,0,0,0,0,0,0.0,0.0,279.85,37.17105851000001,127.00267865000002,0,0,0,0,0,0,98,N
54,54,0,127.0021125,37.17241299,127.003233,37.1733191,0,0,0,0,0,0.0,0.0,96.0,37.1719599,127.00267275,0,0,0,0,0,0,99,N
55,55,0,127.0021066,37.17331437,127.0032271,37.17422048,0,0,0,0,0,0.0,0.0,301.15,37.172861280000006,127.00266685,0,0,0,0,0,0,98,N
56,56,0,127.0021007,37.17421575,127.0032212,37.17512186,0,0,0,0,0,0.0,0.0,122.39,37.17376266000001,127.00266095,0,0,0,0,0,0,99,N
57,57,0,127.0020947,37.17511713,127.0032153,37.17602324,0,0,0,0,0,0.0,0.0,177.45,37.17466404,127.00265495,0,0,0,0,0,0,99,N
58,58,0,127.0020888,37.17601852,127.0032094,37.17692463,0,0,0,0,0,0.0,0.0,152.26,37.175565430000006,127.00264905000002,0,0,0,0,0,0,99,N
59,59,0,127.00208290000002,37.1769199,127.0032035,37.17782601,0,0,0,0,0,0.0,0.0,509.5,37.17646681,127.00264315000004,0,0,0,0,0,0,98,N
60,60,0,127.002077,37.17782128,127.0031976,37.17872739,0,0,0,0,0,0.0,0.0,550.38,37.17736819000001,127.00263725,0,0,0,0,0,0,98,N
61,61,0,127.0020711,37.17872266,127.00319170000002,37.17962877,0,0,0,0,0,0.0,0.0,0.0,37.17826957,127.00263135,0,0,0,0,0,0,0,0
62,62,0,127.0020533,37.18142681,127.003174,37.18233292,0,0,0,0,0,0.0,0.0,0.0,37.18097372,127.00261355,0,0,0,0,0,0,0,0
63,63,0,127.0020474,37.18232819,127.00316809999998,37.1832343,0,0,0,0,0,0.0,0.0,0.0,37.1818751,127.00260765000002,0,0,0,0,0,0,0,0
64,64,0,127.0032566,37.16971357,127.0043771,37.17061967,0,0,0,0,0,0.0,0.0,0.0,37.16926048000001,127.00381685,0,0,0,0,0,0,0,0
65,65,0,127.0032507,37.17061495,127.0043712,37.17152105,0,0,0,0,0,0.0,0.0,0.0,37.17016186000001,127.00381095,0,0,0,0,0,0,0,0
66,66,0,127.0032448,37.17151633,127.0043653,37.17242243,0,0,0,0,0,0.0,0.0,0.0,37.17106324000001,127.00380505,0,0,0,0,0,0,0,0
67,67,0,127.0032389,37.17241771,127.0043594,37.17332381,0,0,0,0,0,0.0,0.0,0.0,37.17196462,127.00379915,0,0,0,0,0,0,0,0
68,68,0,127.003233,37.1733191,127.0043535,37.1742252,0,0,0,0,0,0.0,0.0,0.0,37.17286601000001,127.00379325000002,0,0,0,0,0,0,0,0
69,69,0,127.0032271,37.17422048,127.0043476,37.17512658,0,0,0,0,0,0.0,0.0,0.0,37.17376739000001,127.00378735,0,0,0,0,0,0,0,0
70,70,0,127.0032212,37.17512186,127.0043417,37.17602796,0,0,0,0,0,0.0,0.0,83.0,37.17466877,127.00378145,0,0,0,0,0,0,99,N
71,71,0,127.0032153,37.17602324,127.0043358,37.17692934,0,0,0,0,0,0.0,0.0,0.0,37.17557015,127.00377555,0,0,0,0,0,0,0,0
72,72,0,127.0032094,37.17692463,127.00433,37.17783073,0,0,0,0,0,0.0,0.0,1089.98,37.17647154000001,127.00376965,0,0,0,0,0,0,94,N
73,73,0,127.0032035,37.17782601,127.0043241,37.17873211,0,0,0,0,0,0.0,0.0,0.0,37.17737292,127.00376375,0,0,0,0,0,0,0,0
74,74,0,127.0031976,37.17872739,127.0043182,37.17963349,0,0,0,0,0,0.0,0.0,0.0,37.1782743,127.00375785,0,0,0,0,0,0,0,0
75,75,0,127.00319170000002,37.17962877,127.0043123,37.18053487,0,0,0,0,0,0.0,0.0,0.0,37.17917568,127.00375195000002,0,0,0,0,0,0,0,0
76,76,0,127.0031799,37.18143153,127.0043005,37.18233763,0,0,0,0,0,0.0,0.0,0.0,37.18097844,127.00374015,0,0,0,0,0,0,0,0
77,77,0,127.003174,37.18233292,127.0042946,37.18323902,0,0,0,0,0,0.0,0.0,0.0,37.18187983,127.00373425,0,0,0,0,0,0,0,0
78,78,0,127.00316809999998,37.1832343,127.0042887,37.1841404,0,0,0,0,0,0.0,0.0,0.0,37.18278121,127.00372835,0,0,0,0,0,0,0,0
79,79,0,127.0031622,37.18413568,127.0042828,37.18504178,0,0,0,0,0,0.0,0.0,0.0,37.18368259,127.00372245,0,0,0,0,0,0,0,0
80,80,0,127.0043888,37.1688169,127.0055093,37.16972299,0,0,0,0,0,0.0,0.0,0.0,37.16836381,127.00494905,0,0,0,0,0,0,0,0
81,81,0,127.004383,37.16971828,127.0055034,37.17062437,0,0,0,0,0,0.0,0.0,0.0,37.16926519,127.00494325,0,0,0,0,0,0,0,0
82,82,0,127.0043771,37.17061967,127.0054976,37.17152575,0,0,0,0,0,0.0,0.0,0.0,37.17016658,127.00493735,0,0,0,0,0,0,0,0
83,83,0,127.0043712,37.17152105,127.0054917,37.17242714,0,0,0,0,0,0.0,0.0,0.0,37.17106796,127.00493145000002,0,0,0,0,0,0,0,0
84,84,0,127.0043653,37.17242243,127.0054858,37.17332852,0,0,0,0,0,0.0,0.0,396.42,37.17196934,127.00492555,0,0,0,0,0,0,98,N
85,85,0,127.0043594,37.17332381,127.0054799,37.1742299,0,0,0,0,0,0.0,0.0,152.44,37.17287072000001,127.00491965,0,0,0,0,0,0,99,N
86,86,0,127.0043535,37.1742252,127.0054741,37.17513129,0,0,0,0,0,0.0,0.0,492.83,37.17377211,127.00491375,0,0,0,0,0,0,98,N
87,87,0,127.0043476,37.17512658,127.0054682,37.17603267,0,0,0,0,0,0.0,0.0,0.0,37.17467349,127.00490785,0,0,0,0,0,0,0,0
88,88,0,127.0043417,37.17602796,127.0054623,37.17693405,0,0,0,0,0,0.0,0.0,0.0,37.17557487000001,127.00490195000002,0,0,0,0,0,0,0,0
89,89,0,127.0043358,37.17692934,127.0054564,37.17783543,0,0,0,0,0,0.0,0.0,0.0,37.17647625000001,127.00489605,0,0,0,0,0,0,0,0
90,90,0,127.00433,37.17783073,127.0054506,37.17873682,0,0,0,0,0,0.0,0.0,0.0,37.17737764,127.00489025000002,0,0,0,0,0,0,0,0
91,91,0,127.0043241,37.17873211,127.0054447,37.17963820000001,0,0,0,0,0,0.0,0.0,0.0,37.17827902000001,127.00488435,0,0,0,0,0,0,0,0
92,92,0,127.0043182,37.17963349,127.0054388,37.18053958,0,0,0,0,0,0.0,0.0,195.27,37.17918040000001,127.00487845,0,0,0,0,0,0,99,N
93,93,0,127.0043123,37.18053487,127.00543290000002,37.18144096,0,0,0,0,0,0.0,0.0,215.0,37.18008178000001,127.00487255,0,0,0,0,0,0,98,N
94,94,0,127.0043064,37.18143625,127.0054271,37.18234234,0,0,0,0,0,0.0,0.0,396.72,37.18098316,127.00486665,0,0,0,0,0,0,98,N
95,95,0,127.0043005,37.18233763,127.0054212,37.18324372,0,0,0,0,0,0.0,0.0,396.72,37.18188454,127.00486075,0,0,0,0,0,0,98,N
96,96,0,127.0042946,37.18323902,127.0054153,37.18414511,0,0,0,0,0,0.0,0.0,0.0,37.18278593000001,127.00485485,0,0,0,0,0,0,0,0
97,97,0,127.0042887,37.1841404,127.0054094,37.18504649,0,0,0,0,0,0.0,0.0,0.0,37.18368731,127.00484895,0,0,0,0,0,0,0,0
98,98,0,127.0042828,37.18504178,127.00540359999998,37.18594787,0,0,0,0,0,0.0,0.0,0.0,37.18458869,127.00484305,0,0,0,0,0,0,0,0
99,99,0,127.0055211,37.16792022,127.0066415,37.1688263,0,0,0,0,0,0.0,0.0,0.0,37.16746713000001,127.00608135,0,0,0,0,0,0,0,0
100,100,0,127.0055152,37.1688216,127.0066357,37.16972768,0,0,0,0,0,0.0,0.0,0.0,37.16836851000001,127.00607545,0,0,0,0,0,0,0,0
101,101,0,127.0055093,37.16972299,127.0066298,37.17062907,0,0,0,0,0,0.0,0.0,0.0,37.169269899999996,127.00606955,0,0,0,0,0,0,0,0
102,102,0,127.0055034,37.17062437,127.006624,37.17153045,0,0,0,0,0,0.0,0.0,0.0,37.17017128000001,127.00606365,0,0,0,0,0,0,0,0
103,103,0,127.0054976,37.17152575,127.00661809999998,37.17243183,0,0,0,0,0,0.0,0.0,0.0,37.17107266000001,127.00605785,0,0,0,0,0,0,0,0
104,104,1,127.0054917,37.17242714,127.0066122,37.17333322,0,0,0,0,0,0.0,0.0,0.0,37.17197405,127.00605195,0,0,0,0,0,0,99,N
105,105,0,127.0054858,37.17332852,127.0066064,37.17423460000001,0,0,0,0,0,0.0,0.0,43.66,37.17287543000001,127.00604605,0,0,0,0,0,0,99,N
106,106,0,127.0054799,37.1742299,127.0066005,37.17513598,0,0,0,0,0,0.0,0.0,149.97,37.17377681000001,127.00604015000002,0,0,0,0,0,0,99,N
107,107,0,127.0054741,37.17513129,127.0065947,37.17603736,0,0,0,0,0,0.0,0.0,131.68,37.1746782,127.00603435,0,0,0,0,0,0,99,N
108,108,0,127.0054682,37.17603267,127.0065888,37.17693875,0,0,0,0,0,0.0,0.0,0.0,37.17557958,127.00602845000002,0,0,0,0,0,0,0,0
109,109,0,127.0054623,37.17693405,127.0065829,37.17784013,0,0,0,0,0,0.0,0.0,0.0,37.176480960000006,127.00602255,0,0,0,0,0,0,0,0
110,110,0,127.0054564,37.17783543,127.0065771,37.17874151,0,0,0,0,0,0.0,0.0,0.0,37.17738234000001,127.00601665,0,0,0,0,0,0,0,0
111,111,0,127.0054506,37.17873682,127.0065712,37.17964289,0,0,0,0,0,0.0,0.0,0.0,37.17828373,127.00601085,0,0,0,0,0,0,0,0
112,112,0,127.0054447,37.17963820000001,127.0065653,37.18054428,0,0,0,0,0,0.0,0.0,0.0,37.17918511000001,127.00600495,0,0,0,0,0,0,0,0
113,113,0,127.0054388,37.18053958,127.0065595,37.18144566,0,0,0,0,0,0.0,0.0,237.6,37.18008649000001,127.00599905,0,0,0,0,0,0,98,N
114,114,0,127.00543290000002,37.18144096,127.0065536,37.18234704,0,0,0,0,0,0.0,0.0,0.0,37.18098787000001,127.00599315000002,0,0,0,0,0,0,0,0
115,115,0,127.0054271,37.18234234,127.0065477,37.18324842,0,0,0,0,0,0.0,0.0,157.32,37.18188925,127.00598735,0,0,0,0,0,0,99,N
116,116,0,127.0054212,37.18324372,127.0065419,37.18414979999999,0,0,0,0,0,0.0,0.0,0.0,37.18279063,127.00598145,0,0,0,0,0,0,0,0
117,117,0,127.0054153,37.18414511,127.006536,37.18505118,0,0,0,0,0,0.0,0.0,0.0,37.18369202000001,127.00597555,0,0,0,0,0,0,0,0
118,118,0,127.0054094,37.18504649,127.0065302,37.18595257,0,0,0,0,0,0.0,0.0,0.0,37.184593400000004,127.00596965,0,0,0,0,0,0,0,0
119,119,0,127.00540359999998,37.18594787,127.0065243,37.18685395,0,0,0,0,0,0.0,0.0,0.0,37.18549478,127.00596385,0,0,0,0,0,0,0,0
120,120,0,127.00664740000002,37.16792492,127.0077679,37.16883098,0,0,0,0,0,0.0,0.0,0.0,37.16747183,127.00720765000004,0,0,0,0,0,0,0,0
121,121,0,127.0066415,37.1688263,127.007762,37.16973237,0,0,0,0,0,0.0,0.0,0.0,37.16837321,127.00720175,0,0,0,0,0,0,0,0
122,122,0,127.0066357,37.16972768,127.0077562,37.17063375,0,0,0,0,0,0.0,0.0,0.0,37.16927459,127.00719595,0,0,0,0,0,0,0,0
123,123,0,127.0066298,37.17062907,127.0077504,37.17153513,0,0,0,0,0,0.0,0.0,0.0,37.17017598,127.00719005,0,0,0,0,0,0,0,0
124,124,0,127.006624,37.17153045,127.0077445,37.17243652,0,0,0,0,0,0.0,0.0,0.0,37.17107736,127.00718425,0,0,0,0,0,0,0,0
125,125,0,127.00661809999998,37.17243183,127.0077387,37.17333789999999,0,0,0,0,0,0.0,0.0,77.22,37.17197874,127.00717835,0,0,0,0,0,0,99,N
126,126,0,127.0066122,37.17333322,127.0077328,37.17423928,0,0,0,0,0,0.0,0.0,90.33,37.17288013000001,127.00717245,0,0,0,0,0,0,99,N
127,127,0,127.0066064,37.17423460000001,127.007727,37.17514067,0,0,0,0,0,0.0,0.0,118.0,37.17378151000001,127.00716665,0,0,0,0,0,0,99,N
128,128,0,127.0066005,37.17513598,127.00772109999998,37.17604205,0,0,0,0,0,0.0,0.0,120.34,37.17468289,127.00716075,0,0,0,0,0,0,99,N
129,129,0,127.0065947,37.17603736,127.0077153,37.17694343,0,0,0,0,0,0.0,0.0,0.0,37.17558427,127.00715495,0,0,0,0,0,0,0,0
130,130,0,127.0065888,37.17693875,127.0077094,37.17784481,0,0,0,0,0,0.0,0.0,0.0,37.17648566,127.00714905,0,0,0,0,0,0,0,0
131,131,0,127.0065829,37.17784013,127.0077036,37.178746200000006,0,0,0,0,0,0.0,0.0,0.0,37.17738704,127.00714315000002,0,0,0,0,0,0,0,0
132,132,0,127.0065771,37.17874151,127.0076977,37.17964758,0,0,0,0,0,0.0,0.0,0.0,37.17828842,127.00713735,0,0,0,0,0,0,0,0
133,133,0,127.0065712,37.17964289,127.0076919,37.18054896,0,0,0,0,0,0.0,0.0,0.0,37.179189799999996,127.00713145000002,0,0,0,0,0,0,0,0
134,134,0,127.0065653,37.18054428,127.007686,37.18145034,0,0,0,0,0,0.0,0.0,0.0,37.18009119,127.00712555,0,0,0,0,0,0,0,0
135,135,0,127.0065595,37.18144566,127.0076802,37.18235173,0,0,0,0,0,0.0,0.0,160.3,37.18099257,127.00711975,0,0,0,0,0,0,99,N
136,136,0,127.0065536,37.18234704,127.0076743,37.18325311,0,0,0,0,0,0.0,0.0,0.0,37.18189395,127.00711385,0,0,0,0,0,0,0,0
137,137,0,127.0065477,37.18324842,127.0076685,37.18415449,0,0,0,0,0,0.0,0.0,0.0,37.18279533000001,127.00710795,0,0,0,0,0,0,0,0
138,138,0,127.0065419,37.18414979999999,127.0076626,37.18505587,0,0,0,0,0,0.0,0.0,0.0,37.18369670999999,127.00710215,0,0,0,0,0,0,0,0
139,139,0,127.006536,37.18505118,127.0076568,37.18595725,0,0,0,0,0,0.0,0.0,0.0,37.18459809000001,127.00709625000002,0,0,0,0,0,0,0,0
140,140,0,127.0065302,37.18595257,127.0076509,37.18685863,0,0,0,0,0,0.0,0.0,0.0,37.18549948,127.00709045000002,0,0,0,0,0,0,0,0
141,141,0,127.0077737,37.1679296,127.0088942,37.16883566,0,0,0,0,0,0.0,0.0,0.0,37.16747651,127.00833395,0,0,0,0,0,0,0,0
142,142,0,127.0077679,37.16883098,127.0088884,37.16973704,0,0,0,0,0,0.0,0.0,0.0,37.16837789,127.00832815,0,0,0,0,0,0,0,0
143,143,0,127.007762,37.16973237,127.0088826,37.17063842,0,0,0,0,0,0.0,0.0,0.0,37.16927928,127.00832225000002,0,0,0,0,0,0,0,0
144,144,0,127.0077562,37.17063375,127.0088767,37.17153981,0,0,0,0,0,0.0,0.0,99.0,37.17018066,127.00831645,0,0,0,0,0,0,99,N
145,145,0,127.0077504,37.17153513,127.0088709,37.17244119,0,0,0,0,0,0.0,0.0,0.0,37.17108204,127.00831065,0,0,0,0,0,0,0,0
146,146,0,127.0077445,37.17243652,127.00886509999998,37.17334257,0,0,0,0,0,0.0,0.0,0.0,37.17198343,127.00830475,0,0,0,0,0,0,0,0
147,147,0,127.0077387,37.17333789999999,127.0088592,37.17424396,0,0,0,0,0,0.0,0.0,115.03,37.17288481,127.00829895,0,0,0,0,0,0,99,N
148,148,0,127.0077328,37.17423928,127.0088534,37.17514534,0,0,0,0,0,0.0,0.0,103.53,37.17378619,127.00829305,0,0,0,0,0,0,99,N
149,149,0,127.007727,37.17514067,127.0088476,37.17604672,0,0,0,0,0,0.0,0.0,197.06,37.17468758,127.00828725,0,0,0,0,0,0,98,N
150,150,0,127.00772109999998,37.17604205,127.00884170000002,37.17694811,0,0,0,0,0,0.0,0.0,0.0,37.17558896,127.00828135,0,0,0,0,0,0,0,0
151,151,0,127.0077153,37.17694343,127.00883590000002,37.17784949,0,0,0,0,0,0.0,0.0,0.0,37.17649034,127.00827555,0,0,0,0,0,0,0,0
152,152,0,127.0077094,37.17784481,127.0088301,37.17875087,0,0,0,0,0,0.0,0.0,0.0,37.17739172,127.00826965000002,0,0,0,0,0,0,0,0
153,153,0,127.0077036,37.178746200000006,127.0088242,37.17965225,0,0,0,0,0,0.0,0.0,0.0,37.17829311000001,127.00826385,0,0,0,0,0,0,0,0
154,154,0,127.0076977,37.17964758,127.0088184,37.18055364,0,0,0,0,0,0.0,0.0,0.0,37.17919449,127.00825795,0,0,0,0,0,0,0,0
155,155,0,127.0076919,37.18054896,127.0088126,37.18145502,0,0,0,0,0,0.0,0.0,0.0,37.18009587,127.00825215,0,0,0,0,0,0,0,0
156,156,0,127.007686,37.18145034,127.0088067,37.1823564,0,0,0,0,0,0.0,0.0,0.0,37.18099725,127.00824625,0,0,0,0,0,0,0,0
157,157,0,127.0076802,37.18235173,127.0088009,37.18325778,0,0,0,0,0,0.0,0.0,0.0,37.18189864,127.00824045000002,0,0,0,0,0,0,0,0
158,158,0,127.0076743,37.18325311,127.008795,37.18415917,0,0,0,0,0,0.0,0.0,0.0,37.18280002,127.00823455,0,0,0,0,0,0,0,0
159,159,0,127.0076685,37.18415449,127.0087892,37.18506055,0,0,0,0,0,0.0,0.0,0.0,37.1837014,127.00822875,0,0,0,0,0,0,0,0
160,160,0,127.0076626,37.18505587,127.0087834,37.18596193,0,0,0,0,0,0.0,0.0,0.0,37.18460278000001,127.00822285,0,0,0,0,0,0,0,0
161,161,0,127.0076568,37.18595725,127.0087775,37.18686331,0,0,0,0,0,0.0,0.0,0.0,37.18550416000001,127.00821705,0,0,0,0,0,0,0,0
162,162,0,127.00762749999998,37.19046416,127.0087483,37.19137021,0,0,0,0,0,0.0,0.0,0.0,37.19001107,127.00818775,0,0,0,0,0,0,0,0
163,163,0,127.0076216,37.19136554,127.0087425,37.19227159,0,0,0,0,0,0.0,0.0,0.0,37.19091245,127.00818185,0,0,0,0,0,0,0,0
164,164,0,127.0076158,37.19226692,127.0087367,37.19317298,0,0,0,0,0,0.0,0.0,0.0,37.19181383,127.00817605000002,0,0,0,0,0,0,0,0
165,165,0,127.00760990000002,37.1931683,127.0087308,37.19407436,0,0,0,0,0,0.0,0.0,0.0,37.19271521,127.00817015000004,0,0,0,0,0,0,0,0
166,166,0,127.0089001,37.16793427,127.0100206,37.16884032,0,0,0,0,0,0.0,0.0,0.0,37.16748118000001,127.00946035,0,0,0,0,0,0,0,0
167,167,0,127.0088942,37.16883566,127.0100148,37.1697417,0,0,0,0,0,0.0,0.0,0.0,37.16838257000001,127.00945445,0,0,0,0,0,0,0,0
168,168,0,127.0088884,37.16973704,127.010009,37.17064309,0,0,0,0,0,0.0,0.0,0.0,37.16928395000001,127.00944865,0,0,0,0,0,0,0,0
169,169,0,127.0088826,37.17063842,127.0100031,37.17154447,0,0,0,0,0,0.0,0.0,0.0,37.17018533000001,127.00944285,0,0,0,0,0,0,0,0
